index,season no.,episode no.,episode name,name,line
555,1,6,Rick Potion 9,Rick,"Listen, Morty, I hate to break it to you, but what people call ""love"" is a chemical reaction that compels animals to breed. It hits hard, Morty, then it slowly fades, leaving you stranded in a failing marriage. I did it, your parents are gonna do it. Break the cycle, Morty. Rise above. Focus on science."
556,1,6,Rick Potion 9,Morty,"Alright, well, I'm gonna go get dressed for the dance."
557,1,6,Rick Potion 9,Jerry,"Yeah, I'm just going to...check on your mom."
558,1,6,Rick Potion 9,Rick,"Morty, hand me that screwdriver, huh?  I'm almost finished making my ionic defibulizer, Morty. It's gonna be great."
559,1,6,Rick Potion 9,Morty,"Hey, listen, Rick. You know how you said that, you know... love is a chemical and all that stuff from earlier?  Well, I was thinkn', you know, www... could you make some sort of chemical thing happen inside of Jessica's mind, you know, so where she falls in love with me and all that sort of thing, you know, like maybe make some sort of love potion or something?"
560,1,6,Rick Potion 9,Rick,"Morty, that's such a poor use of my time, it's beneath me. Hand me the screwdriver."
561,1,6,Rick Potion 9,Morty,"YOU KNOW WHAT, NO RICK! I'M NOT GONNA HAND YOU THE SCREWDRIVER! Uh, I'm never gonna hand you anything ever again, Rick.  I'm always helping you with this and that and the other thing. Www...what about me, Rick? Www... why can't you just help me out once, once, for once?"
562,1,6,Rick Potion 9,Rick,"You're growing up fast, Morty. You're growing into a real big thorn straight up into my ass!  Listen, this is called oxytocin. I extracted it from a vole. You know what a VOLE is, Morty, you know what a vole is?"
563,1,6,Rick Potion 9,Rick,"It's a, it's a rodent that mates for life, Morty. This is the chemical release in the mammal's brain,  ...that makes it fall in love. Alright Morty, I just gotta  combine it with some of your DNA."
564,1,6,Rick Potion 9,Morty,"Oh well, okay..."
565,1,6,Rick Potion 9,Rick,"A hair, Morty, I need one of your hairs! This isn't Game Of Thrones."
566,1,6,Rick Potion 9,Morty,Oww!
567,1,6,Rick Potion 9,Rick,"Alright, Morty, whoever you smear this stuff on will fall in love with you, and only you, forever. Ya happy now, Morty?"
568,1,6,Rick Potion 9,Morty,"Heck yeah! Thank you, Grandpa Rick!  Hey there's no dangers or anything or side effects, right?"
569,1,6,Rick Potion 9,Rick,"Www.. what am I, a hack?! Go nuts, Morty, it's full proof."
570,1,6,Rick Potion 9,Rick,"Ugh, unless she has the flu."
571,1,6,Rick Potion 9,Jerry,"Beth, do you still love me?"
572,1,6,Rick Potion 9,Beth,Want kinda question is that?
573,1,6,Rick Potion 9,Jerry,"The ""yes"" or ""no"" kind."
574,1,6,Rick Potion 9,Beth,"Jerry, do you want homeless people to have homes?"
575,1,6,Rick Potion 9,Jerry,Yess.
576,1,6,Rick Potion 9,Beth,Are you gonna build them?
577,1,6,Rick Potion 9,Jerry,Noo.
578,1,6,Rick Potion 9,Beth,"Then what good was the ""yes""?"
579,1,6,Rick Potion 9,Jerry,"Wait, iii... is loving me the house or the homeless people?"
580,1,6,Rick Potion 9,Beth,"Loving you is work, Jerry, hard work, like building a homeless shelter. Nobody want to say ""no"" to doing it, but some people put the work in. So what do ya say? Do you see me working here? Does this conversation seem tedious to me?"
581,1,6,Rick Potion 9,Jerry,Sort of.
582,1,6,Rick Potion 9,Beth,"But I obviously sort of love you, don't I?  So stop asking and maybe I'll love you more.  Crap, They need me at the horse hospital."
583,1,6,Rick Potion 9,Jerry,This late?
584,1,6,Rick Potion 9,Beth,"The racetrack had a starlit derby, there's a seven horse collision, and Davin's there alone."
586,1,6,Rick Potion 9,Morty,"Hey there, Jessica.  Whooa-whoopsie!"
587,1,6,Rick Potion 9,Jessica,"Omigod, Morty. You look REALLY nice tonight."
588,1,6,Rick Potion 9,Morty,"WOW, thanks!"
589,1,6,Rick Potion 9,Jessica,"I love you, Morty. I love you so much it burns!"
590,1,6,Rick Potion 9,Morty,"Oh man. I love you too, Jessica!"
591,1,6,Rick Potion 9,Brad,"Is this punk bothering you, Jessica?"
592,1,6,Rick Potion 9,Jessica,"LEAVE HIM ALONE, JERK!  I'M IN LOVE WITH HIM! HE'S MORE MAN THEN YOU WILL EVER BE!"
593,1,6,Rick Potion 9,Brad,"Aw man, Morty, ugh, I'm really sorry."
594,1,6,Rick Potion 9,Morty,"Oh, well, no problem Brad."
595,1,6,Rick Potion 9,Brad,"There's somethin' special bout you, somethin' special."
596,1,6,Rick Potion 9,Morty,"Whoa, take it easy!"
597,1,6,Rick Potion 9,Jessica,GET YOUR HANDS OFF OF HIM!
598,1,6,Rick Potion 9,Brad,BACK OFF I'M TRYING TO BE WITH MY MAN!
599,1,6,Rick Potion 9,Principal Vagina,That's enough Bradley. We don't want you injuring your ball-throwing arm.
600,1,6,Rick Potion 9,Brad,"Oh, Principal Vagina."
601,1,6,Rick Potion 9,Jessica,"Never leave me, Morty, NEVER."
602,1,6,Rick Potion 9,Morty,"Uh, sure. I mean, of course not. What do you think that was all about?"
603,1,6,Rick Potion 9,Jessica,Who cares? Just hold me.
604,1,6,Rick Potion 9,Brad,LET ME GO!!! I LOVE YOU MORTY!
605,1,6,Rick Potion 9,Jerry,She's gonna be alone with that guy all night.
606,1,6,Rick Potion 9,Summer,"Yeah, Dad, digging around the inside of horses. It's not a very romantic setting."
607,2,1,A Rickle in Time,Summer,"Hurry up Morty, Grampa's about to unfreeze time. You know you really should be cleaning from top to bottom."
608,2,1,A Rickle in Time,Morty,"I know how to vacuum Mom and Dad, Summer, I've been doing it for six months!"
609,2,1,A Rickle in Time,Summer,"Then you've been doing it wrong for six months. Oh, my God, is that mildew?"
610,2,1,A Rickle in Time,Morty,It's not my fault we froze time on a humid day!
611,2,1,A Rickle in Time,Summer,"You have dropped so many balls, man. Do you ever get scared Grampa Rick might make me his new sidekick?"
612,2,1,A Rickle in Time,Morty,What? What kind of monster are you?
613,2,1,A Rickle in Time,Summer,A competent one.
614,2,1,A Rickle in Time,Rick,Who cares about the  thing you guys are talking about? The whole point of freezing time is to stop giving a fuck. Put a shirt on your dumb dad and let's get this dumb universe rolling. Let's do this thing.
615,2,1,A Rickle in Time,Rick,"Alright, listen, you two, we froze time for a pretty long time, so when I unfreeze it, the world's time is gonna be fine, but our time's gonna need a little time to, you know, stabilize."
616,2,1,A Rickle in Time,Morty,Our time is gonna be unstable? What does that even mean?
617,2,1,A Rickle in Time,Rick,"It means relax and stop being a pussy, Morty. I thought you learned that by now. It also means don't touch your parents or we could shatter into countless theoretical shards."
618,2,1,A Rickle in Time,Morty,"Wait a minute, what?"
619,2,1,A Rickle in Time,Rick,And away we go!
620,2,1,A Rickle in Time,Morty,"Uh, did we ever put that mattress under Mr. Benson?"
621,2,1,A Rickle in Time,Rick,"Shhh, Morty!"
622,2,1,A Rickle in Time,Jerry,"...A THING OR TWO ABOUT... wait, what? Was the house...? When we pulled up I could have sworn the house was completely trashed."
623,2,1,A Rickle in Time,Rick,"Negative visualization, Jerry. It explains a lot about where you're at. Hi, sweety."
624,2,1,A Rickle in Time,Beth,"Hi, dad."
625,2,1,A Rickle in Time,Beth,"Summer, Morty, are you okay?"
626,2,1,A Rickle in Time,Morty,W-We just missed you a lot.
627,2,1,A Rickle in Time,Summer,"Yeah, we missed you so much. Too much to hug you though."
628,2,1,A Rickle in Time,Rick,"Yeah it would literally destroy them. Now listen, why do—why do—why—why don't you guys go get a free sunday ice cream,  go out there and get some ice creams. Here's five hundred dollars cash in unmarked moneys. I'm just gonna put it on the floor and uh, kick it on over to ya. You guys go nuts."
629,2,1,A Rickle in Time,Jerry,"This better not be a bribe. If I find a single thing out of place in this house, my love of ice cream won't save you. I'll get my jacket."
630,2,1,A Rickle in Time,Beth,"Sweety, is your shirt on backwards?"
632,2,1,A Rickle in Time,Morty,Oh!
633,2,1,A Rickle in Time,Rick,Uh oh.
634,2,1,A Rickle in Time,Jerry,"Yeah, I like it this way. I'm not stupid."
635,2,1,A Rickle in Time,Morty,Phew...
636,2,1,A Rickle in Time,Rick,"Man that guy is the Red Grin Grumble to pretending he knows what's going on.  Oh you agree, huh?  You like that Red Grin Grumble reference?  Well guess what? I made him up. You really are your father's children. Think for yourselves, don't be sheep."
637,2,1,A Rickle in Time,Summer,"God, I feel terrible."
638,2,1,A Rickle in Time,Rick,"Yup, it really makes you appreciate how fickle the universe can be.   One minute you're falling off a roof for six months, the next minute, bam!"
639,2,1,A Rickle in Time,Morty,"Uh, just to be clear, it was Summer's job to put the mattress under-"
640,2,1,A Rickle in Time,Summer,"Uh, what? It was your job, Morty."
641,2,1,A Rickle in Time,Morty,Nuh uh!
642,2,1,A Rickle in Time,Summer,Yeah huh!
643,2,1,A Rickle in Time,Rick,"Actually, sorry Summer, I gotta back the M bomb on this one. I remember the conversation. We told Morty to replace all the bank's money with cookies, your job was to put the mattress under Mr. Benson."
644,2,1,A Rickle in Time,Morty,"Boom! In your face Summer! You really dropped the ball, man."
645,2,1,A Rickle in Time,Summer,"Shut up Morty, you vindictive little turd!"
646,2,1,A Rickle in Time,Morty,You shut up you big... female asshole!
648,2,1,A Rickle in Time,Summer,I didn't!
649,2,1,A Rickle in Time,Morty,You didn't what?
651,2,1,A Rickle in Time,Morty,What's yours?
653,2,1,A Rickle in Time,Morty,You shut up!
654,2,1,A Rickle in Time,Rick,Whoa whoa wh-what the hell hell hell hell hell?
655,2,1,A Rickle in Time,All Ricks,"Oh God, oh no, what did you guys just do?"
656,2,1,A Rickle in Time,Summer 1,What do you mean?
658,2,1,A Rickle in Time,All Summers,"Wait, what am I saying?"
659,2,1,A Rickle in Time,Rick,Were either of you guys uncertain about anything just now?
660,2,1,A Rickle in Time,All Mortys,Oh man... I don't feel good.
661,2,1,A Rickle in Time,Morty 1,Am I me? I think so.
662,2,1,A Rickle in Time,Morty 2,A-am I talking right now?
663,2,1,A Rickle in Time,All Mortys,"Wait, who said that?"
664,2,1,A Rickle in Time,All Ricks,"Alright both of you, just don't move, don't speak, don't think. I have to check something."
665,2,1,A Rickle in Time,Summer 1,What should we do Morty?
667,2,1,A Rickle in Time,Morty 1,Let's see if he needs help.
668,2,1,A Rickle in Time,Morty 2,What do you mean you're gonna help him.
669,2,1,A Rickle in Time,Summer 1,"Ugh, I can help too."
671,2,1,A Rickle in Time,All Summers,What's happening Grampa?
672,2,1,A Rickle in Time,All Ricks,Shut up!  Oh crap are you kidding me? Two dots? This never needs to be more than one dot. The two of you made us uncertain!
673,2,1,A Rickle in Time,Morty 1,What do you mean?
674,2,1,A Rickle in Time,Morty 2,What? In English?
675,2,1,A Rickle in Time,Summer 1,What? English please?
677,2,1,A Rickle in Time,All Ricks,Our time is fractured. You two somehow created a feedback loop of uncertainty that's split our reality into two equally possible impossiblities. W-we're exactly like a man capable of sustaining a platonic friendship with an attractive female co-worker. We're entirely hypothetical.
678,2,1,A Rickle in Time,All Mortys,But I thought there were infinite timelines.
679,2,1,A Rickle in Time,All Ricks,"We're not on any timeline, dummy. Look."
680,2,1,A Rickle in Time,All Mortys,"Oh, my God!"
681,2,1,A Rickle in Time,All Summers,Are those cats?
682,2,1,A Rickle in Time,All Ricks,"I assume they're Schrodinger's cats. A-actually, I assume they both are and aren't, just like us."
684,2,1,A Rickle in Time,All Ricks,“Mom and Dad?” Get your head out of your family's ass. The three of us are lost in a timeless oblivion. Your parents get to exist. They're probably living it up in some pointless grounded story about their shitty marriage.
685,2,1,A Rickle in Time,Jerry,Cold Stone Creamery is the best. What should we do with our remaining twenty dollars?
686,2,1,A Rickle in Time,Beth,You realize they sing no matter how much you tip.
687,2,1,A Rickle in Time,Beth,Holy shit! What happened?
688,2,1,A Rickle in Time,Jerry,I hit a deer! W-we have to tell the cops you were driving.
689,2,1,A Rickle in Time,Beth,W-what?
690,2,1,A Rickle in Time,Jerry,This is Rum Raisin!
691,2,1,A Rickle in Time,Beth,It's still alive.
692,2,1,A Rickle in Time,Jerry,"Well, do we- do I uh, get a big rock? Or--"
693,2,1,A Rickle in Time,Beth,"It's not an armadillo, asshole!"
694,2,1,A Rickle in Time,Jerry,"I thought that's what a man's supposed to say, it's not like I could have actually done it."
695,2,1,A Rickle in Time,Beth,"If we were near a hospital, I could treat it, but I-I think we have to just-"
696,2,1,A Rickle in Time,Jerry,"It's okay, this is just something that happens. And even if we were in a hospital, what could we do, you're a horse surgeon, not a deer surgeon."
697,2,1,A Rickle in Time,Beth,So...
698,2,1,A Rickle in Time,Jerry,Well don't different animals-
699,2,1,A Rickle in Time,Beth,Require different levels of skill to keep alive?
700,2,1,A Rickle in Time,Jerry,Oh God...
701,2,1,A Rickle in Time,Beth,"Get the deer in the car, Jerry."
702,2,1,A Rickle in Time,Jerry,Yes Beth.
703,2,1,A Rickle in Time,All Ricks,"This is why you don't freeze time, you guys. It's incredibly irresponsible.Morty 1"
704,2,1,A Rickle in Time,Morty 2,And you did it so you could clean the house after a party?
705,2,1,A Rickle in Time,All Ricks,"Look, there's no time to hold me accountable, Morty. Like literally no time. Look around. Uncertainty is inherently unsustainable. Eventually everything either is or isn't. And we've got about four hours to be “is”."
706,2,1,A Rickle in Time,Morty 1,Or...
707,2,1,A Rickle in Time,Morty 2,Or?
708,2,1,A Rickle in Time,All Ricks,We “isn't”
709,2,1,A Rickle in Time,All Ricks,"Alright, since this time crystal exists in both possibilities, and since it's impossible that I didn't nail this, I'm probably about to press this button in both possibilities at exactly the same time."
711,2,1,A Rickle in Time,All Ricks,"Whatever you're asking, the answer is I'm amazing. And away we go!"
712,2,1,A Rickle in Time,Rick,"Huh, what do you know, it's working"
713,2,1,A Rickle in Time,Summer 1,"Ow, ow ouch!"
714,2,1,A Rickle in Time,Morty 2,"Whoa, ow, ow."
715,2,1,A Rickle in Time,Rick,Oh shit.
716,2,1,A Rickle in Time,All Ricks,What the hell is wrong with you two!? I—I m—I m—I mean you four!?
718,2,1,A Rickle in Time,All Ricks,"Good I'm glad it was painful. You do deserve it! I saw you, you're both  all over the damn place. We've been split for twenty minutes and your lives are already scattered to the quantum fucking wind? What the hell do either of you have to be so uncertain about? Your brand of zit cream? Which chair to sit in while I do everything? Come on, spit it out!"
719,2,1,A Rickle in Time,All Mortys,"Well you don't exactly make it easy, Rick!"
720,2,1,A Rickle in Time,Morty 1,You make fun of me all the time and now Summer's doing it too!
721,2,1,A Rickle in Time,Morty 2,You're always picking on me and now you got someone to kiss your ass!
722,2,1,A Rickle in Time,Summer 1,Me? What about you? Would you get more excited to see me fail? You want Grampa all to yourself!
724,2,1,A Rickle in Time,All Ricks,"Alright, cool it, I see what's happening here. You're both young, you're both unsure about your place in the universe, you both wanna be “Grampa's favorite.” I can fix this. Morty sit here, Summer, you sit here. Now listen, I know the two of you are very different from each other in a lot of ways, but you have to understand that as far as Grampa's concerned, you're both pieces of shit. Yeah, I can prove it mathematically. Actually, let me grab my whiteboard. This has been a long time coming anyway."
725,2,1,A Rickle in Time,Beth,"Emergency, wounded deer coming in."
726,2,1,A Rickle in Time,Vet,"Three. Excuse me, you can't be back here."
727,2,1,A Rickle in Time,Beth,"I'm a certified horse surgeon, and this deer needs medical attention. Nurse, please move that snake."
728,2,1,A Rickle in Time,Vet,"That's my nurse, and as a horse surgeon, I'm sure that you know that deer have much smaller, much more intricate organs-"
729,2,1,A Rickle in Time,Beth,"As a vet, I'm sure you know a deer is closer to a horse than you are to a doctor, so let's save the measuring for when our dicks are out, it's time to save a life!"
730,2,1,A Rickle in Time,Vet,Geez...
731,2,1,A Rickle in Time,Beth,"That's odd, this deer's wounded."
732,2,1,A Rickle in Time,Jerry,"Uh, yeah, I was there, you don't have to rub it in."
733,2,1,A Rickle in Time,Beth,I mean it's been shot. With a gun.
735,2,1,A Rickle in Time,Vet,"May I help you, sir?"
737,2,1,A Rickle in Time,Vet,"Look, I don't know what the law says about this, but I took an oath that I would let no animal come to harm. Except when sterilizing, aborting or euthenizing them and also when eating them at almost any meal."
739,2,1,A Rickle in Time,Beth,"In your dreams, bitch! Scalpel!"
740,2,1,A Rickle in Time,All Ricks,"So in conclusion, you're both equally mercurial, overly sensitive, clingy hysterical bird brained homunculi. And I honestly can't tell the two of you half the time because I don't go by height or age, I go by amount of pain in my ass, which makes you both identical. Alright, everything resolved? Everybody nice and certain about their position in my world?"
742,2,1,A Rickle in Time,All Ricks,"Alright, perfect. Sit still,  arms down, I'm gonna do this again, this time, be like Grampa."
743,2,1,A Rickle in Time,Morty 2,You mean drunk?
746,2,1,A Rickle in Time,Morty 2,No.
748,2,1,A Rickle in Time,All Ricks,"Huh, that's weird. Oh, my God."
749,2,1,A Rickle in Time,All Summers,What?
750,2,1,A Rickle in Time,All Ricks,That son of a bitch is gonna kill me!
753,2,1,A Rickle in Time,All Mortys,Rick what the hell are you doing?
754,2,1,A Rickle in Time,All Ricks,Saving our lives. After he takes me out he's gonna be coming for you!
755,2,1,A Rickle in Time,All Summers,Who?
756,2,1,A Rickle in Time,All Ricks,Me!
758,2,1,A Rickle in Time,All Summers,Ahh!
759,2,1,A Rickle in Time,All Mortys,Whoa whoa!
764,2,1,A Rickle in Time,All Ricks,"Oh God, now there's three of them, we're outnumbered! Get in the cupboards! Wait, don't don't do that, they'll know... wait wait, think about getting in the cupboards but don't really. AAAAH IS THIS WHAT YOU WANT YOU SICK FUCKS? YOU WANNA SEE CHILDREN DIE?"
765,2,1,A Rickle in Time,Beth,"You son of a bitch, you don't stop living until I SAY SO!"
767,2,1,A Rickle in Time,Vet,Who's this now?
771,2,1,A Rickle in Time,Jerry,She normally works on horses.
772,2,1,A Rickle in Time,Beth,"Jerry, if you're not gonna help, get the fuck out of here! I will reach into heaven and yank your screaming deer soul back!"
773,2,1,A Rickle in Time,Vet,Jesus...
774,2,1,A Rickle in Time,All Ricks,"Shh shh... I know where you are, you creepy old monster... I know how you think! Oh, is this where you think I'm going? You think I'm standing here? Well maybe you're right!"
775,2,1,A Rickle in Time,All Summers,"Holy shit, now what?"
776,2,1,A Rickle in Time,All Mortys,"Well if all of me knocked out all the Ricks, and you peed in all of your pants, doesn't that mean that we're all synchronized?"
777,2,1,A Rickle in Time,All Summers,Right.
778,2,1,A Rickle in Time,All Mortys,"Okay... so from now on, whatever we do we have to be certain."
779,2,1,A Rickle in Time,All Summers,Right...
780,2,1,A Rickle in Time,All Mortys,I think I'm certain we're F'd in the A.
781,2,1,A Rickle in Time,All Ricks,"Oh God, my head. What did you guys do?"
782,2,1,A Rickle in Time,All Mortys,"We put you in a dog crate because you were acting crazy, and you caused another time fracture."
783,2,1,A Rickle in Time,All Summers,You tried to kill yourself!
784,2,1,A Rickle in Time,All Ricks,"Only in self defense, myself tried to kill me first! Guys, I don't expect you to understand this, but time breaking twice means our problem is two times bigger and we've got half as much time to solve it. Well actually, I do expect you to understand that, it's basic math. C-could someone just let me out of here? If I die in a cage I lose a bet."
785,2,1,A Rickle in Time,All Summers,Well is there some way you can prove you're not a threat to yourself and others anymore?
786,2,1,A Rickle in Time,All Ricks,"Ah, for God's sake, alright here, give me the time crystal."
787,2,1,A Rickle in Time,All Mortys,W-what're you doing?
788,2,1,A Rickle in Time,All Ricks,"Calling myself. Here, listen,  it'll probably go to voice mail since, you know, I'm calling myself."
790,2,1,A Rickle in Time,All Ricks,"Don't fall for it, it's a bit."
792,2,1,A Rickle in Time,All Ricks,"Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails.  Yeah yeah, I heard this one.  You get the idea  we're cool now."
793,2,1,A Rickle in Time,All Summers,"Okay, well we're still not gonna let you out of this crate."
794,2,1,A Rickle in Time,All Ricks,Fine I'll just do it myself.
795,2,1,A Rickle in Time,All Mortys,If you could get out that whole time why didn't you?
796,2,1,A Rickle in Time,All Ricks,"Because I waited until I was certain it was what I wanted to do, Morty. That's the difference between you and me. I'm certain, and you're a walking burlap sack filled with turds."
797,2,1,A Rickle in Time,All Mortys,"You know, geez Rick, y—y—you're really tearing into me right now. You know, words hurt."
798,2,1,A Rickle in Time,Morty 1,"Oh, my God!"
799,2,1,A Rickle in Time,Morty 2,It's a monster!
801,2,1,A Rickle in Time,Summer 1,It's a monster!
803,2,1,A Rickle in Time,Testicle Monster A,"Ey, ye ey, quit yellin' quit yellin'."
807,2,1,A Rickle in Time,Testicle Monster A,"What the fuck?! Your time is all ripped up to hell! You broke your time, twice!"
809,2,1,A Rickle in Time,Testicle Monster A,How did this happen?
812,2,1,A Rickle in Time,Testicle Monster A,"Shut the fuck up! Oh, damn, I'm from the 4th dimension. I can hear all o' y'all. Now let's just see what we got here for a second."
814,2,1,A Rickle in Time,Testicle Monster A,"Ay, damn it, were you tryin' to use this to- oh, see, you broke time, and you thought you could just stick it back together with this? How you think you gonna move time while you're standin in it you dumn ass three-dimensional monkey ass dummies?"
815,2,1,A Rickle in Time,All Mortys,"Oh way to go, Rick."
816,2,1,A Rickle in Time,All Summers,"Yeah Grampa, way to go."
817,2,1,A Rickle in Time,All Ricks,"Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land."
818,2,1,A Rickle in Time,Testicle Monster A,"Shut up. Here, put these on. They'll sync your possibilities up so I can bring you back to certain time. Y'all just-just negligent, now ay, ay, ay, the three of you, put your collars on!"
823,2,1,A Rickle in Time,Testicle Monster A,"Exactly, because you're being obstinate."
828,2,1,A Rickle in Time,Rick,"Yes, we're back, problem solved."
829,2,1,A Rickle in Time,Summer,"Yes, we're back to our own time."
830,2,1,A Rickle in Time,Morty,"Yes no more cats, no more cats, oh you did it, you fixed it."
831,2,1,A Rickle in Time,Testicle Monster A,"Yeah, now keep those collars on so you don't break your weak ass time again."
832,2,1,A Rickle in Time,Rick,How long exactly do we have to wear these things? They're really embarassing.
833,2,1,A Rickle in Time,Testicle Monster A,"Well since you're goin' to time prison, I'd say you can keep em on forever."
834,2,1,A Rickle in Time,Summer,Time prison?
835,2,1,A Rickle in Time,Testicle Monster A,"Yeah, well I don't know where you expect me to think you got that crystal over there, but the only way you dumb ass, assin' ass asses could ever have one, is if it was stolen."
836,2,1,A Rickle in Time,Summer,You stole a time freezing crystal from testical monsters?
837,2,1,A Rickle in Time,Rick,"I would have been happy to pay for it, Summer, but they don't exactly sell them at Costco. Besides, there's a larger lesson to be learned here. Get him!"
838,2,1,A Rickle in Time,Testicle Monster A,Ututututut! You'd better keep back! Man this will turn your ass into a third trimester fetus from 30 yards.
839,2,1,A Rickle in Time,Vet,Hmm...
840,2,1,A Rickle in Time,Beth,Isn't there a kitten somewhere that needs a manicure?
842,2,1,A Rickle in Time,Jerry,"Honey, it's gonna be okay. These men are from the Cervine Institute of Elk, Moose Deer and Stag. They can take this deer to a helicopter and fly it to the country's top deer surgeon on a wildlife reserve across the state border, where your jurisdiction ends."
843,2,1,A Rickle in Time,Vet,I guess that's the end of that.
845,2,1,A Rickle in Time,Jerry,We did it...
846,2,1,A Rickle in Time,Testicle Monster A,"Uh-huh, no motha- no, Earth, dude, I'm talking 'bout, yeah, with the dinosaurs. No, if you've get to the dolphin people, you've gone too far. Alright man, I'll talk to you later, okay.  You know what they do with 3rd dimensional life forms in time prison? Same thing they do in every other prison, only forever."
847,2,1,A Rickle in Time,Morty,Why are you doing this?
848,2,1,A Rickle in Time,Testicle Monster A,"You think I wanna be an omniscient immortal being transcending time and space my whole life? I got ambitions man, bringin' you guys in is my ticket up."
849,2,1,A Rickle in Time,Rick,What if I told you there's a huge ticket up right behind you?
850,2,1,A Rickle in Time,Testicle Monster A,You really think I'm that stupid?
851,2,1,A Rickle in Time,Rick,"Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything, including turning around to look behind you."
852,2,1,A Rickle in Time,Testicle Monster A,I cannot argue that.
853,2,1,A Rickle in Time,Rick,"Ah, God, gross and weird!"
854,2,1,A Rickle in Time,Testicle Monster A,Chris!
855,2,1,A Rickle in Time,Testicle Monster A,You killed my gun!
856,2,1,A Rickle in Time,Rick,"Summer, Morty, take off your collars!"
857,2,1,A Rickle in Time,Testicle Monster A,What? What the hell are you doing?
858,2,1,A Rickle in Time,Rick,Good question. I suppose the answer is
859,2,1,A Rickle in Time,Testicle Monster A,"Oh, no, what are you doin'?"
864,2,1,A Rickle in Time,Testicle Monster A,"Lis- ay, to, AH. But these arms are vestigial. Now you poked me where an eye would have been about six million years ago."
872,2,1,A Rickle in Time,Testicle Monster A,"Ow, I'm defeated..."
878,2,1,A Rickle in Time,Jerry,"Look, I know I was kind of a nuisance today. I know it's my fault we hit the deer, and I know you wanted to be the one to save it."
879,2,1,A Rickle in Time,Beth,Whatever. How petty would I have to be to care less about an animal's life than my own ego?
880,2,1,A Rickle in Time,Jerry,Hmm... you'd have to be pretty petty. But you'd still be the woman I married.
881,2,1,A Rickle in Time,Beth,Where are we going?
882,2,1,A Rickle in Time,Jerry,One last stop.
883,2,1,A Rickle in Time,Beth,Where's the helicopter?
884,2,1,A Rickle in Time,Jerry,There is no helicopter and there is no Cervine Institute.
885,2,1,A Rickle in Time,Beth,But the top deer surgeon...
886,2,1,A Rickle in Time,Jerry,I'm looking at her. Thanks for F.D.'ing me up like that.
888,2,1,A Rickle in Time,Beth,I need five minutes.
889,2,1,A Rickle in Time,Beth,"Jerry, this was the most romantic weekend I've ever had."
890,2,1,A Rickle in Time,Jerry,Thanks to Cold Stone Creamery.
914,2,1,A Rickle in Time,Morty,"Yes, oh, yes, yes!"
915,2,1,A Rickle in Time,Summer,Woohoo! Whoo! Whoo!
916,2,1,A Rickle in Time,Morty,"Oh, that was a close call. Oh yeah, do it Rick, do it right."
917,2,1,A Rickle in Time,Rick,"You know what I'm talking about, oh yeah. I'm gonna do the cabbage patch, Morty. Check me out I'm doing the cabbage patch dance. It's a classic dance, remember, like this. Oh shit look at that."
918,2,1,A Rickle in Time,Morty,Do the cabbage patch. Do—do—do the dance.
919,2,1,A Rickle in Time,Summer,"Hey wait a second, how come you guys took longer to get here?"
920,2,1,A Rickle in Time,Morty,I don't know. I think like one sixty-fourth of my collars didn't work. It's hard to keep straight now that I have sixty-three other memories of everything.
921,2,1,A Rickle in Time,Rick,Yeah.
922,2,1,A Rickle in Time,Morty,"But I feel like one of the sixty-four Ricks like, sacrificed himself for me, maybe, I think."
923,2,1,A Rickle in Time,Rick,"Shut up, Morty. The last time you felt something, we all almost died. You little s—piece of shit."
924,2,1,A Rickle in Time,Beth,"Hey guys, we're home.Morty & Summer"
925,2,1,A Rickle in Time,Jerry,"Um, hold the phone, where did you guys get those necklaces from? Uh, Lady Gaga, table for three, am I right?"
926,2,1,A Rickle in Time,Jerry,"Are you guys Power Rangers? But only on one small part of your necks? Hey, do those things need batteries? Were they included? Clean up in the fruit isle! Not in a homophobic way though, they're just fruity necklaces is all I was saying."
927,2,1,A Rickle in Time,Beth,I'm gonna pee my pants.
928,2,1,A Rickle in Time,Morty,"Doesn't feel so good, does it?"
929,2,1,A Rickle in Time,Rick,No it doesn't. It hurts.
930,2,1,A Rickle in Time,Beth,I'm gonna pee-hee-hee.
931,2,1,A Rickle in Time,Jerry,"Somebody call the planet of Tron, we have three Tron people over here. But seriously, are these Halloween costumes? Are you going as motorcycles? With green headlights instead of normal ones? Are you dogs? Robot dogs? Gosh, you guys are lame. Are those chokers from the 90's? What is this, a 90's nostalgia thing? Are you guys in that movie “The Craft” with Fairuza Balk?"
932,2,1,A Rickle in Time,Testicle Monster A,"Hey man, when the hell were you?"
934,2,1,A Rickle in Time,Testicle Monster A,I told you past the dinosaurs.
936,2,1,A Rickle in Time,Testicle Monster A,"Come on, man, it's this way..."
938,2,1,A Rickle in Time,Testicle Monster A,"There he is, there he is, there he is, there he is, stop, stop."
940,2,1,A Rickle in Time,Testicle Monster A,"Yeah, that's him. Hey, man, remember me?  I got something for your ass! You don't mess with time! You don't fuck with time, motherfucker!"
