customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,partner,dependents,phone_service,multiple_lines,churn
173,43,Male,2,54.28397073895404,1474.120324104796,One year,Credit card,DSL,No internet service,No,No internet service,Yes,Yes,Yes,No,Yes,No,No,No phone service,1
174,50,Female,0,30.852840848141064,2177.7501062680312,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No phone service,0
175,49,Female,0,42.66951120102682,2400.481386506329,Two year,Credit card,DSL,No,No internet service,Yes,No,No,Yes,No,Yes,No,Yes,No phone service,0
176,57,Male,8,89.71623240013878,2131.065186215849,One year,Bank transfer,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,No,Yes,No,No,0
177,45,Male,1,61.88203644126665,1922.5565392740064,One year,Credit card,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Yes,Yes,Yes,No,No,0
178,66,Male,3,54.034254070187984,804.7062364007554,One year,Mailed check,DSL,Yes,No,No,No internet service,No,No internet service,Yes,No,No,No,No,0
179,41,Male,1,68.20036451705576,3450.927548279212,Two year,Mailed check,No,No,No internet service,No,No internet service,No internet service,No internet service,No,Yes,Yes,No,No phone service,0
180,85,Male,14,75.0356547233509,3807.1966436378852,One year,Electronic check,DSL,Yes,No internet service,No internet service,No,No,No internet service,No,No,No,Yes,No phone service,0
181,54,Female,1,87.34797631804922,317.3413058773142,One year,Bank transfer,Fiber optic,No,No internet service,No,No internet service,Yes,No,Yes,Yes,Yes,No,No,0
182,32,Female,2,93.96998459785853,975.9714091136204,Month-to-month,Electronic check,No,No,No,No internet service,No,No,No,Yes,No,Yes,Yes,No,1
183,28,Female,10,57.80462708421828,1720.189657622994,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Yes,Yes,Yes,Yes,No phone service,0
184,52,Female,9,38.479046278359235,1035.4622050898088,One year,Bank transfer,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Yes,Yes,No,No,Yes,0
185,41,Male,1,56.730696777534476,2505.965553455865,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,1
186,55,Male,8,70.20561013165772,1271.727797593387,Two year,Electronic check,DSL,No internet service,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No phone service,1
187,52,Male,3,45.72482147578778,4165.056067806603,Two year,Electronic check,DSL,No,Yes,Yes,Yes,No internet service,Yes,Yes,No,Yes,Yes,No phone service,0
188,43,Male,3,45.85698170209914,3190.548594343596,Two year,Electronic check,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Yes,Yes,Yes,Yes,No,0
189,32,Male,0,71.87575763099771,2212.574030632215,Two year,Electronic check,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Yes,Yes,Yes,No,Yes,0
190,22,Female,0,64.02695296859098,3026.986263319732,Two year,Bank transfer,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Yes,No,No,No,No phone service,0
191,38,Male,6,65.65593990823173,3105.900424357309,Two year,Electronic check,No,Yes,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,No,0
192,57,Female,3,49.83009330599861,1436.0525119417566,One year,Bank transfer,DSL,No internet service,No,No internet service,Yes,Yes,No,Yes,No,No,No,No phone service,1
193,48,Female,2,60.39198571588465,1183.7827554580354,One year,Electronic check,No,No,No internet service,No internet service,No,Yes,No,No,No,No,Yes,No phone service,0
194,26,Female,6,46.51533711463391,2078.1430629696474,One year,Mailed check,DSL,No internet service,No internet service,No internet service,No,Yes,No,Yes,Yes,No,No,No phone service,0
195,47,Female,7,82.80396822249574,2861.636124497944,One year,Mailed check,Fiber optic,No,Yes,Yes,No internet service,Yes,No,No,Yes,Yes,Yes,No phone service,0
196,50,Male,0,85.70498669447505,2139.0603986534175,Month-to-month,Electronic check,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,1
197,31,Female,4,28.076242755238127,423.0035178090029,One year,Credit card,Fiber optic,Yes,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,No,0
198,47,Female,0,46.4097827961518,1197.1755560491579,Two year,Mailed check,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Yes,No,No,Yes,No,0
199,45,Female,6,35.06941489819842,1926.027136405622,One year,Bank transfer,Fiber optic,No,Yes,No internet service,Yes,No,Yes,No,Yes,No,Yes,No,0
200,27,Male,5,51.99952131186204,1924.3343956741696,One year,Electronic check,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Yes,Yes,No,No,No,0
201,50,Male,15,63.331240604192786,3972.542176789808,Two year,Bank transfer,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,0
202,53,Male,0,36.007095606029395,614.012057601002,One year,Credit card,DSL,No,Yes,Yes,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,0
203,61,Female,0,46.56280373749374,2505.5892418358744,One year,Electronic check,No,No internet service,No internet service,No,No internet service,No internet service,No,Yes,Yes,No,No,No phone service,0
204,60,Female,1,44.92085255837003,3489.11310832829,One year,Mailed check,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,No,Yes,No,Yes,No phone service,0
205,24,Male,1,69.14534658797888,4271.449745422796,Month-to-month,Bank transfer,DSL,No,No internet service,No internet service,No internet service,Yes,No,No,No,No,Yes,No,0
206,30,Female,1,66.386886740725,1595.6025768160387,One year,Mailed check,DSL,No,No internet service,No,Yes,No internet service,No internet service,Yes,Yes,Yes,No,No phone service,0
207,52,Male,11,50.565248933254935,2491.4294527201996,Two year,Mailed check,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,No,No,Yes,Yes,No phone service,0
208,52,Male,1,68.53641744278796,2569.760357198647,Two year,Electronic check,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Yes,Yes,No,Yes,No phone service,1
209,52,Female,1,54.06639830825469,2195.481731553291,One year,Bank transfer,No,No internet service,Yes,No,No internet service,No internet service,No,Yes,No,Yes,No,No,0
210,102,Female,7,59.56689779347894,1901.154798760694,One year,Credit card,DSL,No internet service,No internet service,Yes,No,No internet service,No,Yes,Yes,Yes,No,No,0
211,53,Female,2,98.46904180597073,2435.975389500046,One year,Mailed check,Fiber optic,No,Yes,No,No,No internet service,No internet service,No,Yes,No,No,Yes,1
212,62,Female,7,91.80922103580696,-532.2460852196855,Two year,Electronic check,No,Yes,Yes,No internet service,No internet service,No,No,Yes,No,No,No,No,0
213,59,Male,0,39.00837526144805,2682.0694900626313,Two year,Electronic check,No,Yes,No internet service,Yes,No internet service,No,No internet service,Yes,Yes,Yes,No,Yes,1
214,54,Male,3,81.5946483575835,2126.1779036619673,Month-to-month,Credit card,No,Yes,No internet service,No,Yes,Yes,Yes,Yes,No,Yes,No,No,1
215,40,Male,0,81.22793108983184,1777.5251032217348,Month-to-month,Electronic check,No,Yes,No internet service,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,No phone service,1
216,56,Male,0,42.034734224947634,4046.862195719558,Month-to-month,Mailed check,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,No,No,Yes,No,Yes,1
217,33,Male,11,81.37555287509721,1325.0659812094477,Two year,Electronic check,Fiber optic,No,No,No,Yes,Yes,No internet service,No,Yes,Yes,No,Yes,0
218,41,Female,0,95.75863836825106,1596.9240109349691,Month-to-month,Bank transfer,No,No,No internet service,No,No internet service,No,No internet service,No,No,No,Yes,Yes,1
219,37,Male,3,42.549103875111726,3991.553302204734,One year,Bank transfer,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Yes,Yes,Yes,No,0
220,46,Male,2,46.64994357971473,1167.9386951501433,One year,Mailed check,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,Yes,Yes,Yes,0
221,79,Male,2,85.35322933687004,1449.8847170634613,Two year,Bank transfer,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,0
222,16,Female,11,70.42990621651296,1852.97457656915,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,Yes,0
223,55,Female,0,76.02952550479047,2840.734482129549,One year,Electronic check,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1
224,20,Female,5,71.81178432800994,2207.8025073533136,Two year,Mailed check,DSL,Yes,Yes,Yes,No internet service,No,No,Yes,No,Yes,No,Yes,0
225,37,Female,16,72.81391841856288,707.3746528477375,Month-to-month,Credit card,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Yes,Yes,Yes,Yes,No phone service,0
226,61,Male,4,38.47055743377834,1467.8314368728106,One year,Electronic check,DSL,No,Yes,No internet service,Yes,No,No internet service,No,Yes,Yes,Yes,No phone service,0
227,45,Male,13,85.94635413242897,1392.6455667877885,Month-to-month,Credit card,No,Yes,No,No internet service,Yes,No,No,Yes,Yes,No,Yes,Yes,0
228,28,Female,0,88.39179984855548,1922.7789547769544,Two year,Mailed check,No,Yes,No internet service,No,No,Yes,No internet service,Yes,Yes,No,Yes,No,0
229,34,Female,2,60.41218511863944,2425.843658629829,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No,No,1
230,55,Male,1,64.13046100372276,2418.205755887972,Two year,Credit card,DSL,No internet service,No internet service,Yes,No,No,No internet service,No,Yes,No,Yes,No,0
231,34,Male,6,34.377849948885554,223.98824595159772,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,No phone service,1
232,48,Female,19,75.2850951203567,3063.9409875608562,One year,Bank transfer,Fiber optic,No,No,No internet service,Yes,No internet service,No,Yes,No,No,No,No phone service,0
233,45,Female,1,76.44114883428288,2252.5688459966236,Two year,Bank transfer,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Yes,No,No,No,No phone service,0
234,35,Female,5,63.75617966001378,3384.532047593906,Two year,Credit card,No,No,No internet service,No internet service,No internet service,No,No,No,Yes,No,No,No,0
235,77,Female,1,87.48706719741006,2444.198327290672,Two year,Mailed check,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Yes,Yes,No,Yes,No,0
236,54,Male,4,58.31845538040119,3101.3229577357624,Month-to-month,Electronic check,No,Yes,No,No internet service,No,No internet service,No,Yes,No,Yes,No,No,1
237,14,Male,3,76.29211851787201,2466.545311450127,Month-to-month,Electronic check,No,No,No internet service,No,Yes,No,No,No,No,Yes,No,Yes,1
238,47,Male,17,44.60671322615769,3346.225756202748,One year,Mailed check,No,No internet service,No internet service,No internet service,Yes,No,No,Yes,Yes,No,No,Yes,0
239,35,Female,4,64.52895698251524,2522.2506360177786,Two year,Bank transfer,No,No,Yes,Yes,Yes,Yes,No internet service,No,No,Yes,Yes,Yes,0
240,57,Female,2,61.512914841943285,1902.0847535570958,Two year,Electronic check,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,Yes,No phone service,0
241,33,Male,0,69.50615844081884,4272.434720446881,Month-to-month,Credit card,DSL,No internet service,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No phone service,0
242,43,Male,0,57.60946142333283,2889.037122279892,Month-to-month,Bank transfer,DSL,No internet service,No,No internet service,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1
243,52,Male,1,62.37054808656664,2573.744421004413,One year,Credit card,DSL,No,No internet service,No internet service,No,No internet service,No,Yes,Yes,Yes,Yes,Yes,0
244,57,Male,1,81.52094342883012,723.695583461664,One year,Bank transfer,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,0
245,26,Female,9,56.26471525523565,711.6923825364622,Month-to-month,Mailed check,DSL,No internet service,No internet service,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,1
246,39,Male,4,32.868457985226414,2292.7154821418535,Two year,Credit card,Fiber optic,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0
247,37,Male,3,99.99167808410841,2145.5211977682407,One year,Credit card,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,No,No,No,No,No,0
248,35,Male,0,92.62908157380973,1385.877434991684,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,No,No internet service,Yes,Yes,No,No,No,1
249,71,Male,9,39.154746097887625,2140.98269961206,Month-to-month,Credit card,DSL,No,No internet service,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,1
250,51,Male,6,78.79415610490389,3588.626928043596,Two year,Bank transfer,DSL,No internet service,Yes,No internet service,No,No,No internet service,Yes,No,No,No,Yes,0
251,26,Male,0,54.94050458897314,2695.402474550299,Month-to-month,Electronic check,DSL,No,No internet service,No internet service,No,No,No internet service,No,Yes,Yes,Yes,No phone service,1
252,58,Male,6,70.26974430662119,858.9914902472617,Month-to-month,Electronic check,No,No,No,No,No internet service,Yes,Yes,Yes,Yes,Yes,No,No,1
253,76,Female,3,70.88448258026988,1888.4911728570562,One year,Mailed check,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,0
254,60,Female,0,60.31184399367356,1195.0335191474392,Month-to-month,Bank transfer,No,Yes,No internet service,No internet service,Yes,No,Yes,No,No,No,Yes,No,1
255,22,Female,3,49.32468668827207,1612.3000835914388,Month-to-month,Credit card,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Yes,No,0
256,37,Female,3,51.18917895367481,1586.3843343703572,One year,Credit card,DSL,Yes,No internet service,No internet service,No,No,Yes,No,Yes,No,Yes,Yes,0
257,64,Male,0,46.67616169037515,1522.354417395995,Two year,Electronic check,Fiber optic,Yes,Yes,No,No internet service,Yes,No,No,No,Yes,Yes,No phone service,0
258,34,Female,14,48.363555835391104,744.864628026605,Two year,Credit card,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,No,No,No,0
259,51,Female,9,63.65643419901289,1872.34531848181,One year,Electronic check,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0
260,56,Male,5,50.68480021778497,1439.39236315269,One year,Mailed check,Fiber optic,No internet service,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,0
261,31,Male,3,78.64104131425239,-929.448690002268,Two year,Credit card,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Yes,No,No,Yes,Yes,0
262,44,Female,2,94.74492310671855,4052.972024501663,Two year,Bank transfer,Fiber optic,No,No internet service,No internet service,No,No,No internet service,No,Yes,No,Yes,Yes,1
263,-3,Female,5,53.39893517259914,3088.7696542166723,Two year,Credit card,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,No,No,Yes,Yes,Yes,1
264,29,Male,3,69.78809001070753,1623.699275075004,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,No internet service,No,No,No,Yes,Yes,No,1
265,41,Female,0,74.99370220605867,2018.8190497405985,Two year,Mailed check,No,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,No,No,0
266,26,Male,3,74.4400454183855,828.3456526824382,One year,Electronic check,Fiber optic,No internet service,Yes,Yes,No,No internet service,Yes,No,No,No,No,No phone service,0
267,69,Male,8,66.51910535832175,3695.7228778108656,Month-to-month,Credit card,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Yes,Yes,Yes,No,No,1
268,23,Male,3,79.85364836719445,3897.2886947731113,Two year,Electronic check,No,Yes,Yes,No internet service,No internet service,Yes,No,Yes,No,Yes,Yes,Yes,0
269,38,Male,0,74.64497905361314,2156.6937282465246,Two year,Electronic check,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Yes,Yes,No,Yes,No phone service,0
270,46,Female,7,40.24675155345405,3023.5306441853445,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Yes,No,No,No,Yes,1
271,66,Male,1,82.38312128778546,2175.286778933924,Month-to-month,Bank transfer,No,No,No,Yes,No internet service,No,No,Yes,No,No,No,Yes,1
272,23,Male,1,82.74581674533485,663.2745611240694,Month-to-month,Credit card,DSL,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Yes,No,No,1
273,62,Female,0,49.73427791642837,,Month-to-month,Mailed check,DSL,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,No,Yes,1
274,45,Male,2,65.75875670895203,2131.927966771957,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Yes,No,No,Yes,No,1
275,30,Female,7,78.66657985622139,1545.4522812565558,Month-to-month,Electronic check,DSL,No internet service,No internet service,No,Yes,No,Yes,No,Yes,Yes,No,Yes,1
276,51,Female,3,60.81372360841277,1781.346722564964,One year,Bank transfer,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Yes,No,Yes,Yes,No phone service,0
277,47,Female,1,86.45956095532023,1908.6004424908856,Month-to-month,Electronic check,DSL,Yes,No,No,No,No internet service,No internet service,Yes,No,No,Yes,Yes,1
278,35,Male,10,112.27744989238721,1919.1215021345388,Month-to-month,Electronic check,No,No,No internet service,No,No,No internet service,No,No,No,Yes,Yes,No,1
279,46,Female,10,49.28027934730035,2052.2584904974833,One year,Mailed check,No,Yes,No internet service,No internet service,No,No internet service,No,No,Yes,No,No,Yes,0
280,39,Female,10,37.3791079369245,939.3949336033991,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,No internet service,Yes,No,No,Yes,No,No,0
281,46,Male,1,71.07637191209751,1282.9838508720638,Two year,Mailed check,DSL,Yes,No internet service,No internet service,No internet service,No,No,No,Yes,No,No,No,0
282,54,Female,3,79.43125010252287,715.4157343000306,Two year,Bank transfer,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Yes,Yes,Yes,Yes,No phone service,0
283,68,Female,20,60.38267252310462,2977.8155496862005,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,0
284,26,Female,7,94.06521326642068,-105.64694184032442,One year,Electronic check,Fiber optic,No,No internet service,Yes,No,No internet service,No,No,No,No,No,No phone service,1
285,76,Female,0,38.227884005535024,3153.5903433169256,Two year,Mailed check,No,No internet service,No,Yes,No internet service,No,No,No,No,No,Yes,No phone service,0
286,15,Female,0,78.85837246063222,3386.349397262843,One year,Electronic check,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,No,No,No,No,Yes,0
287,42,Male,3,52.882783584822135,1697.8194130173786,Two year,Mailed check,No,No internet service,No,Yes,Yes,No internet service,Yes,Yes,No,No,Yes,No phone service,0
288,53,Female,11,99.38755812414593,-603.1370878272987,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No,No,No,No,Yes,Yes,Yes,No,0
289,49,Female,3,104.85030706336237,1638.6894380327094,One year,Mailed check,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,No,Yes,No,Yes,No,0
290,35,Male,3,49.666868244333045,1935.8158387111807,One year,Bank transfer,No,No,No,No,No internet service,No,Yes,No,No,No,Yes,No phone service,0
291,41,Male,0,54.0088572818284,989.4017800710866,One year,Mailed check,No,No,No internet service,No,No internet service,No internet service,No internet service,No,No,No,Yes,Yes,0
292,37,Male,5,82.19175773959604,1484.7816061917574,Two year,Bank transfer,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No phone service,0
293,36,Female,8,57.257387004209704,3530.1951988633514,Two year,Mailed check,No,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,No,Yes,No phone service,0
294,57,Male,2,64.09177564135524,,Two year,Bank transfer,DSL,No,No internet service,No,Yes,No,No,No,No,Yes,No,No,0
295,50,Female,7,65.5077684108482,1075.4358856219,Month-to-month,Credit card,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,No,No,No,Yes,Yes,0
296,34,Female,16,26.606536876046874,402.40083040456784,Two year,Bank transfer,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Yes,No,No,Yes,Yes,0
297,58,Male,1,64.72324507811526,1672.982682390229,Month-to-month,Bank transfer,No,Yes,Yes,No,No internet service,No internet service,No,No,No,No,No,Yes,1
298,49,Male,3,51.20544451871652,1786.5432206495618,One year,Electronic check,DSL,No,Yes,No internet service,No,Yes,No internet service,No,No,Yes,No,Yes,0
299,57,Female,1,55.13754355200456,2496.1991873633165,One year,Mailed check,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Yes,Yes,Yes,No,No,0
300,54,Male,7,93.87264006937627,1464.6832874323409,Month-to-month,Credit card,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1
301,32,Female,4,39.86986211441487,2511.4995753618614,Two year,Electronic check,No,Yes,No,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Yes,0
302,36,Male,5,81.26410373495955,3935.154040060229,Month-to-month,Mailed check,No,No,No,Yes,No internet service,No,Yes,Yes,Yes,No,Yes,Yes,1
303,56,Male,7,59.420741393363826,2815.5010224442626,One year,Credit card,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,No,No,0
304,54,Male,2,59.40479663008331,1951.9114926692273,One year,Credit card,Fiber optic,No,No,Yes,No,No,No internet service,No,No,Yes,Yes,No,0
305,44,Female,12,80.80743792103422,1816.8495289467053,Month-to-month,Credit card,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Yes,Yes,No,No,Yes,1
306,46,Male,3,71.8010258913778,1643.3268658201287,Two year,Mailed check,Fiber optic,,No,No internet service,No,Yes,No internet service,Yes,Yes,No,Yes,No,0
307,64,Female,0,76.41225994439063,3180.6409124521447,Two year,Credit card,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,No,Yes,No,Yes,No phone service,0
308,36,Female,5,84.36369321065722,1372.686554048697,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,Yes,1
309,53,Female,7,58.37383233633354,2045.2227089999826,Month-to-month,Electronic check,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Yes,Yes,No,Yes,No,1
310,41,Female,1,52.755265309844994,2051.1979018810853,Two year,Bank transfer,No,No internet service,No internet service,No,No,No,No internet service,No,No,No,Yes,Yes,0
311,41,Male,9,43.29698946884404,1498.215807188468,One year,Mailed check,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Yes,No,Yes,No,Yes,0
312,61,Female,11,48.4917894004209,627.5344521158993,Month-to-month,Bank transfer,Fiber optic,No,No,No internet service,No internet service,No,Yes,Yes,Yes,Yes,Yes,No,0
313,57,Female,1,123.9818885061745,2322.9745036176682,Two year,Electronic check,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,Yes,Yes,No phone service,1
314,57,Male,20,89.89359161473573,1938.9960281446165,Two year,Bank transfer,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,No,Yes,Yes,0
315,64,Female,0,37.978512675839575,2500.24046943657,One year,Credit card,No,No,No,No,Yes,No internet service,Yes,Yes,No,Yes,Yes,No phone service,0
316,45,Male,1,38.5508408651286,1466.3996935608332,One year,Credit card,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No,Yes,Yes,No,0
317,55,Female,1,74.63732123436984,,One year,Mailed check,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,No,Yes,No,No,Yes,0
318,40,Male,11,75.94529594755934,1123.2262187881552,One year,Mailed check,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0
319,49,Female,5,75.9776767063473,3712.0402840178926,One year,Mailed check,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,0
320,43,Male,0,59.900884128926045,252.36349017173848,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,1
321,46,Female,2,62.490914799942,2434.770064556891,Two year,Mailed check,DSL,No,Yes,Yes,Yes,No internet service,No,No,No,Yes,Yes,No,0
322,53,Female,4,71.55759048318714,2475.4306825266235,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,1
323,32,Male,0,66.71786012586661,1204.4429320591175,Month-to-month,Credit card,No,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,Yes,No phone service,1
324,76,Male,10,20.6139925450493,2424.3939378610125,Month-to-month,Bank transfer,DSL,No internet service,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No phone service,0
325,29,Male,8,60.404007388496126,3279.518669760159,Month-to-month,Credit card,No,No,Yes,No internet service,No,Yes,No,No,No,Yes,No,Yes,1
326,26,Male,3,47.97187131479373,-216.8188393540645,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,Yes,No,No,No,No,No,Yes,Yes,Yes,1
327,62,Female,17,68.50422837817024,2502.7448074908148,One year,Credit card,Fiber optic,No internet service,No,No,No,No internet service,No,Yes,Yes,No,No,No phone service,0
328,56,Female,2,124.7051800520682,-493.27082033007764,One year,Mailed check,DSL,No,No internet service,Yes,No internet service,No,No,No,No,Yes,No,No phone service,0
329,54,Male,20,72.34963330948608,1034.335196476792,Two year,Mailed check,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,No,No,No,No,Yes,0
330,54,Female,5,58.72940627655204,3629.166364900945,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No,Yes,No,Yes,No,1
331,44,Male,5,83.43603003954505,1418.217966607946,Two year,Bank transfer,DSL,No,No internet service,No,Yes,No internet service,No,Yes,Yes,Yes,Yes,Yes,1
332,31,Male,0,74.65375774418425,826.1200355910273,One year,Mailed check,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,No,Yes,No,No,No phone service,0
333,46,Female,10,73.40188980903683,1802.0622710153182,One year,Electronic check,DSL,No internet service,No internet service,No,No internet service,No,Yes,Yes,Yes,No,Yes,No,0
334,34,Female,2,77.13701186431342,4067.906338163552,One year,Credit card,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No phone service,0
335,59,Female,0,106.13087129659083,168.3177527939738,Month-to-month,Bank transfer,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,No,No,No,Yes,No,1
336,42,Female,0,42.38223129348169,948.6900883606554,Month-to-month,Bank transfer,No,Yes,No internet service,Yes,No internet service,No,No,Yes,No,No,No,No phone service,1
337,32,Female,4,74.47264153622909,3497.4316831796264,One year,Bank transfer,DSL,No internet service,Yes,No internet service,Yes,No,Yes,No,Yes,Yes,Yes,No,0
338,40,Female,3,46.47237740036923,3857.7023435377323,Two year,Bank transfer,DSL,Yes,No internet service,No,Yes,No,No,Yes,No,Yes,No,Yes,0
339,51,Female,6,76.11025292684496,1896.5687757097162,Two year,Bank transfer,Fiber optic,No internet service,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,0
340,36,Male,11,46.626269770278114,760.9472974733576,One year,Electronic check,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,No,Yes,No,No,No,0
341,32,Male,0,56.652663727898315,4095.843501809159,Two year,Credit card,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Yes,No,0
342,48,Male,6,59.09820171524187,3594.4423917491968,One year,Bank transfer,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Yes,No,No,Yes,0
343,48,Male,1,84.51633438689419,2678.946987762233,Two year,Credit card,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Yes,No,Yes,Yes,Yes,1
344,37,Male,9,83.36908887884827,1187.59765106258,One year,Mailed check,DSL,No,No,No,No internet service,No internet service,No,No,Yes,No,Yes,No,0
