Transaction_ID,Date,Time,Merchant_ID,Customer_ID,Device_ID,Transaction_Type,Payment_Gateway,Transaction_City,Transaction_State,IP_Address,Transaction_Status,Device_OS,Transaction_Frequency,Merchant_Category,Transaction_Channel,Transaction_Amount_Deviation,Days_Since_Last_Transaction,amount,fraud
T00016324,07/09/23,7:20:39 AM,6c931c2b-146a-4e8f-8ae1-01d05f65d52b,ffb3d34b-3336-4c36-a9bc-d4df3773edcd,b4dc188d-fef9-4517-8557-333c93f013b9,Purchase,Sigma Bank,Haridwar,Rajasthan,173.123.140.78,Completed,MacOS,0,Utilities,Online,73.99,22,61.61,1
T00016054,07/06/23,3:49:24 AM,7aa9d48f-3fae-4a1c-893f-070ebb2d89b6,3431ac73-f157-46ec-8649-a78f0bb43af0,31eb64b2-9706-4d51-9f38-a1cbd28ec9a1,Purchase,Sigma Bank,Tadipatri,Meghalaya,203.54.204.81,Completed,Windows,1,Brand Vouchers and OTT,Online,-66.89,7,563.2,1
T00039267,04/02/24,6:45:57 AM,3553f072-5677-4b02-97ad-e8a72e5d570b,15a30f36-654c-4562-bf52-5626fd25caac,709dbcf1-a575-472b-bd91-e1b4ddec0343,Bill Payment,Other,Agartala,Odisha,95.19.108.204,Pending,Windows,1,Financial services and Taxes,In-store,-59.76,18,124.41,1
T00043681,18/06/23,12:54:30 PM,061edbdd-f9b3-4700-9859-e7c017db97f1,3ab903d0-2e64-4106-96a5-2ace57c8413e,83c856ae-9563-4809-911e-26a5d37c2699,Refund,SamplePay,Ludhiana,Punjab,24.110.164.167,Failed,Android,0,Donations and Devotion,In-store,-97.77,9,2668.66,1
T00047864,10/07/23,9:48:15 AM,9a42ad16-d70b-4818-93c7-6e63fded1f3a,8bbb1280-025e-4a5f-ba71-59c4ce83fac5,bbce50d7-065a-4540-bd4f-dd85a222e815,Investment,Bank of Data,Delhi,Tamil Nadu,211.78.169.25,Completed,iOS,2,Home delivery,Mobile,39.23,19,3.77,1
T00020924,04/11/23,8:01:55 AM,fc4ae7af-3923-41a6-98bf-e91bd24216ea,414782b6-8040-4466-98a1-feca14ff37b3,8fdb36b6-0240-4497-aa61-20749ed1fb9c,Bank Transfer,Dummy Bank,Ahmedabad,Madhya Pradesh,153.150.136.99,Pending,Android,1,Brand Vouchers and OTT,In-store,-43.55,3,274.14,1
T00012842,24/05/23,5:52:51 AM,81008a36-8bde-4e2d-9768-bece9dd785e4,3ef6597d-5521-424a-b990-58ba1e97531e,18330e8b-43d5-4df8-b465-f05fc2e3f165,Purchase,Bank of Data,Ballia,Arunachal Pradesh,204.182.161.84,Failed,iOS,4,Donations and Devotion,In-store,-4.98,7,194.89,1
T00027014,01/12/23,7:48:49 AM,f2e5a528-3b57-4b0c-86e6-56c6d1ac124c,a8494c97-05c0-4999-9b32-fabde86e7b2b,d5543039-92b4-48dc-9eaa-20c1bb9b5049,Bank Transfer,Dummy Bank,Ambala,Andhra Pradesh,199.87.108.175,Completed,Android,0,Other,In-store,-39.18,19,22.58,1
T00005051,16/06/23,7:56:46 AM,c0c7b7ca-9464-4590-b46a-71ef5d0cec15,2a9f4907-3577-4108-87bf-05d74896600a,049d5ed5-6827-43a6-8ad0-17d7b4387896,Purchase,Bank of Data,Tiruppur,Sikkim,207.103.190.118,Completed,iOS,4,Investment,Mobile,50.19,21,30.04,1
T00000854,17/07/23,8:21:14 AM,242ebfa6-6fd2-41ef-9655-b4bed48fed76,06f183fc-cb5e-41d5-9759-bf9bb0d1fe68,67f5e68a-4654-4a99-a4f3-fe3cec6cdaaf,Investment,UPI Pay,Guntakal,Uttar Pradesh,110.202.104.182,Failed,Android,5,Investment,Mobile,97.26,19,667.09,1
T00019690,26/06/23,6:47:38 AM,fef79c70-869e-4045-97d0-c402c44560b5,bf7ed51b-0432-4901-a28b-9213aae068ee,ceee8904-e322-44ec-9c6e-82b8102670db,Bank Transfer,Dummy Bank,Lucknow,Bihar,16.104.210.82,Completed,Android,2,Utilities,Mobile,52.34,20,514.2,1
T00029823,08/01/24,4:33:44 AM,81efe509-6171-42fb-947e-166e4718a1c0,cd81f61b-9528-4f1b-8327-8cee0eb19afd,5e7eac00-b030-4689-a61c-130ad14f0bf1,Other,UPI Pay,Ambala,Tripura,113.236.250.145,Failed,MacOS,2,Financial services and Taxes,In-store,11.09,29,871.01,1
T00012473,17/06/23,3:18:27 AM,ae0c3c80-8ff0-4d27-bf47-80e17e83ae9b,b976a9f9-9be0-4745-a332-bfc3e19eb0cf,80a09335-fb8d-4941-aa01-55df716bd4c6,Subscription,Alpha Bank,Gorakhpur,Meghalaya,194.183.76.35,Completed,Windows,2,Utilities,In-store,48.62,19,238.14,1
T00017072,18/05/23,1:38:27 AM,a7f76ba0-b70e-4326-8468-395546b2a8f5,21ae923a-0dd0-47d9-baa7-cf5243d998a4,d639cfc9-e787-4fed-8b4e-7340764d9d10,Other,Bank of Data,Coimbatore,Meghalaya,103.184.254.54,Failed,Android,2,Travel bookings,Online,-75.65,13,283.87,1
T00011913,08/09/23,1:46:06 AM,5cbf6144-3dee-4bf7-9a78-74b69444ef09,97e1974d-f29b-4867-8cb4-f194fe1c87de,edeb01cb-fb95-4cb8-a519-339bc7a2de14,Bank Transfer,Alpha Bank,Bhiwandi,Goa,110.166.65.208,Completed,Android,1,Financial services and Taxes,In-store,17.38,26,697.85,1
T00001683,08/11/23,3:32:33 AM,9e6a3cb1-bc73-4f3d-9699-fadc7454525d,c7862847-b3b6-4082-a09b-a94980af2a6c,007c6dfe-03fa-41ae-ae4a-9752762ca2d3,Bank Transfer,Sigma Bank,Danapur,Manipur,219.103.21.42,Completed,Windows,2,Investment,In-store,-96.42,19,256.37,1
T00044022,01/12/23,3:40:58 AM,342e4545-27c7-4a00-aafd-f28c4ceeed57,13fc3d2a-1029-4742-a222-6715fb426401,f9e8aeff-2b4e-476d-9090-fef1e977421c,Refund,Other,Dhule,Uttarakhand,65.143.151.23,Completed,Android,1,Investment,Mobile,24.65,10,325.01,1
T00031466,25/11/23,7:18:21 AM,b31ce3ca-71f4-4fea-98c8-0cb554dbee30,1b805467-0e1a-4de6-843b-ac93e2fdaf26,8da051f1-4240-4441-bbab-cc7aeeec1a0c,Bill Payment,Gamma Bank,Bijapur,Chhattisgarh,71.157.251.86,Completed,Windows,1,Financial services and Taxes,Online,35.77,17,232.85,1
T00003907,07/10/23,10:30:58 AM,96392081-a059-4fce-a00c-3ef65b8d784d,cc368eaf-cb57-4bb1-9338-107b3c849e72,b6513b4b-726a-4e50-a46a-879e950fb1dd,Bank Transfer,CReditPAY,Mangalore,Tripura,128.226.125.203,Completed,iOS,1,Other,In-store,-35.39,25,149.11,1
T00014050,20/09/23,11:04:38 AM,aad24551-be1d-4232-adac-8126dee37c90,3cb5be2b-013b-4546-9915-7910dd3dfc5f,ad11b5a6-c40a-4573-a864-9374966f59d2,Purchase,Gamma Bank,Ujjain,Kerala,134.193.159.226,Failed,iOS,2,Travel bookings,Online,-80.42,7,215.28,1
T00037363,05/03/24,4:37:12 AM,a48a701f-3995-4795-a71d-4e91a7d729f6,4ed4fc42-9075-4196-b4ee-4f51f7a8a65b,c0e4a904-2a59-49ff-a7fd-a86fdc4fdae4,Investment,Sigma Bank,Mysore,Manipur,36.115.94.140,Failed,MacOS,2,Brand Vouchers and OTT,Online,-64.38,29,156.11,1
T00039982,16/05/23,1:49:04 AM,d5d1b45a-b04a-4c21-9788-020d9968d8d6,13a30926-ad34-4704-ae0b-9b9229688194,fd9dbc72-5e74-4256-9c08-c5af75d49368,Refund,UPI Pay,Tiruppur,Manipur,76.174.107.48,Pending,Android,0,Other,Mobile,-94.17,19,135.72,1
T00004974,11/09/23,8:25:37 AM,e346383e-f01a-4567-89bc-7fa36db00983,654f3bf5-1100-4973-8408-a6ea023b675e,db32ba5b-5876-478c-b5da-7c99a4917482,Subscription,Other,Bangalore,West Bengal,65.131.99.105,Failed,Windows,0,Financial services and Taxes,In-store,5.55,19,1167.18,1
T00030454,15/09/23,1:36:25 AM,97397ea0-c187-40c6-bcdb-8770dc649657,923bb2f8-2532-47ff-a91b-0437e67a4a6d,fcfdb7ed-6857-46a8-a35f-2b1335360cac,Bill Payment,Other,Rajahmundry,Tamil Nadu,21.179.185.30,Completed,Windows,5,Other,Online,-54.58,17,128.09,1
T00025021,08/04/24,2:23:35 AM,55ef54b4-63ec-467f-94d5-529a72e2d5dd,6b77f231-bde5-465b-90a6-44f8e5b95168,04c6b1dc-7111-446c-8d42-9b8b4a4f7c59,Refund,Other,Machilipatnam,Himachal Pradesh,7.82.83.24,Pending,MacOS,1,Home delivery,Mobile,43.81,10,171.67,1
T00030453,07/04/24,1:12:37 AM,06614363-b13b-4ee3-9359-56abbf88699a,bcf81ace-26a7-483c-bb2d-ecfd1bbd1213,f514b963-68e0-4939-b95f-ded138216995,Refund,UPI Pay,Khora ,Uttarakhand,189.57.74.134,Completed,Android,4,Utilities,In-store,-3.24,4,29.68,1
T00039308,09/08/23,7:15:14 AM,3778be3d-2dc8-4a9f-9df9-98d06b5c12b3,9432e98b-74fc-41e1-8b90-6283e3279d66,bafd7875-b644-49a5-8991-8cd6c3ee12a3,Other,Dummy Bank,Panvel,Kerala,145.44.233.133,Pending,Android,2,More Services,Mobile,-6.05,26,260.51,1
T00032904,30/03/24,7:25:54 AM,823362e9-b822-4ef5-b5b7-0e7e749540b9,7e34ba14-2d59-477b-831b-43bb40bffea5,53bc9aa2-1313-4610-87bd-8158f8779588,Refund,Sigma Bank,Indore,Andhra Pradesh,124.152.143.138,Pending,Windows,2,Financial services and Taxes,Online,90.67,8,79.82,1
T00032085,29/03/24,12:24:23 PM,c1d5f460-3f61-4663-89be-c7c60f83b30d,7ff87659-cb25-4498-8001-7e6c027c4a5f,5014d745-9894-4dc3-863b-e852c48fe7c1,Subscription,Alpha Bank,Thrissur,Kerala,179.159.164.20,Failed,Windows,1,Donations and Devotion,In-store,-51.1,23,66.56,1
T00004743,01/04/24,4:43:26 AM,c9f5ffaf-8342-4ab1-8eb0-15c05d4cf64a,cec0101a-ebb0-4af9-a429-2846e813f3ec,a0bb69da-5580-4bb5-ace6-a88d41d559fc,Bank Transfer,Bank of Data,Madurai,Manipur,170.31.73.186,Completed,iOS,3,More Services,Mobile,-84.34,20,141.83,1
T00032561,02/08/23,5:43:56 AM,c64263f1-5946-41c0-92ff-2df8c820ec35,ccea808d-c218-47d4-b9c3-d6b1579e624e,2367250d-dd0a-460d-bbe9-95f0e5387cbe,Investment,Alpha Bank,Muzaffarnagar,Bihar,105.185.17.237,Failed,Android,1,Brand Vouchers and OTT,Mobile,85.18,18,294.98,1
T00041829,09/01/24,4:18:36 AM,143d8392-1d76-4c64-ab4c-d928d3578dd0,bc58408e-f85c-45dc-a7f7-0edf84b1e524,5c747c07-5e09-4c91-a75e-5fd64db72b03,Bill Payment,Gamma Bank,Tirunelveli,Jharkhand,40.9.225.210,Failed,Android,2,Other,Mobile,-43.16,15,116.03,1
T00004328,01/12/23,11:09:42 AM,059078ae-4edf-40a1-8de5-58635a607b4d,54530d38-ad37-4670-8d50-5f12d3a72f58,6e384607-eb15-4812-aea2-202d391d8d58,Bank Transfer,Bank of Data,Chittoor,Kerala,141.9.142.20,Completed,iOS,1,Investment,In-store,7.59,28,646.92,1
T00030880,02/01/24,9:47:11 AM,4430d21f-9288-46bd-9676-981a0a6cc475,79aa738c-6e94-416f-b0db-95244481b607,036ce017-963a-42b1-9fdc-d740c8fa6ee4,Subscription,Other,Mehsana,Kerala,37.103.67.0,Completed,MacOS,2,Travel bookings,Online,-0.27,22,38.55,1
T00046419,15/09/23,3:15:37 AM,041ec7bc-0f9c-4f05-b462-5c2b29898ffe,11c64323-2b71-4db8-babd-8d0acfcfa7f3,75cac1dd-0f76-4424-97b9-f891a46829c8,Bill Payment,Sigma Bank,Jamalpur,Tripura,1.192.186.113,Pending,Android,1,Donations and Devotion,In-store,-25.4,6,712.12,1
T00043572,04/07/23,8:35:06 AM,1c2bdbea-b731-4b71-beca-cff446ebf453,8106b76b-d095-471a-b2fc-fe764bfb238b,20579734-a683-44e4-8ad4-889e78c99566,Bank Transfer,UPI Pay,Mysore,Tripura,17.194.121.219,Completed,MacOS,2,Purchases,Mobile,-19.94,14,368.53,1
T00003865,10/09/23,3:50:10 AM,869b0b1b-8a50-456c-bf94-86f9bb15bbb5,71b15f47-be5a-4f6a-88d8-5f49a8692928,508fc636-724c-48e0-8f9d-fb0d5695e8a4,Other,Gamma Bank,Thiruvananthapuram,Bihar,153.29.114.255,Completed,MacOS,2,Utilities,Mobile,-38.95,20,661.53,1
T00015738,01/09/23,4:42:08 AM,66a49583-d761-4907-bc8b-040baa803fef,5bcb0dee-403f-4f7b-b2bb-f5319d27d26a,659527a0-623b-43f5-a7ef-d03e70857e64,Purchase,Bank of Data,Tadipatri,Andhra Pradesh,109.133.171.50,Pending,Windows,2,Financial services and Taxes,Online,20.05,18,97.49,1
T00042894,29/09/23,12:48:44 PM,8ed6f0df-0f5b-4c48-916e-40a1ae1c9579,de0b5e1f-59ab-46d5-b88e-51759732f323,e1931230-1eb7-4ce5-9677-0843d6759cf6,Bill Payment,Alpha Bank,Mau,Telangana,144.47.5.35,Completed,iOS,0,Other,Mobile,-57.71,18,578,1
T00044452,19/01/24,2:12:57 AM,3db386c5-69e5-402b-a78f-aa441eab755c,03d5285b-7ba9-438a-8008-1e0cda15a1b0,bb6a9600-aed1-45ce-baff-af1e666bbf49,Refund,CReditPAY,Gudivada,Karnataka,72.165.66.60,Pending,Android,4,Travel bookings,Online,35.36,28,801.73,1
T00037672,05/12/23,10:45:02 AM,0670c0a8-8697-4774-a3d4-d9026158a941,bb070f68-cbf9-46b0-b746-1a8d9f176666,b51389a7-52d2-41c9-89db-193406770416,Refund,UPI Pay,Bidar,Haryana,85.181.255.160,Failed,Windows,50,Investment,Mobile,13.22,29,384.11,1
T00014735,16/04/23,10:26:40 AM,84addfc3-6d4a-4bd4-abea-e44237a87b34,0faa0238-4540-4c27-a179-2581b2bc727b,7627c26f-6fe8-43fa-8a3b-3388921e1ebe,Investment,Sigma Bank,Rewa,Manipur,100.60.188.8,Completed,Android,2,Utilities,Online,-89.95,9,201.7,1
T00003011,29/01/24,6:26:38 AM,a6f85760-fb0c-40b4-921e-b20e33c66d41,d367b708-b8d8-43e8-a6a9-49e79d041d9c,0d8cc5a5-6ea1-43d3-ad93-221954693b60,Bill Payment,Dummy Bank,Dehri,Karnataka,33.121.22.94,Completed,iOS,5,Home delivery,Mobile,85.86,24,591.83,1
T00038191,07/02/24,7:03:19 AM,e90c0445-5335-4458-be82-6b8780b48df7,1bb8a93c-a975-4bfd-984e-41390bb0e212,e7877bcb-c518-4d04-8e3b-c4c38daea623,Investment,Alpha Bank,Purnia,Odisha,19.86.69.51,Failed,iOS,3,Travel bookings,Mobile,-57.29,29,124.37,1
T00021169,05/10/23,2:27:18 AM,b9fa6322-6c67-49fe-8474-2c3de86a3f44,d6f867c2-0e9d-4945-9504-cf69203f3b72,bca0d88c-982d-432f-afb3-f407c4f17453,Bill Payment,Sigma Bank,Thrissur,Goa,101.21.142.104,Completed,MacOS,20,Utilities,In-store,-9.24,19,36.51,1
T00020433,26/08/23,1:43:28 AM,e8ae18f1-24d5-4564-b3f0-ef3d9cb25e1c,1cdc95c3-3de5-4e30-8a66-8e1d985a8b3c,0c10dde5-0330-4a08-87a3-bdbf02974b30,Bank Transfer,Alpha Bank,Kulti,Manipur,154.224.80.236,Pending,MacOS,1,Travel bookings,Mobile,3.58,23,498.38,1
T00034495,11/05/23,4:52:29 AM,f0af5053-2a7a-4768-929c-418805816b14,1975a913-5e95-402c-a918-34be77ae1120,011aef58-4d36-4692-8c0a-28ab024321f5,Purchase,Sigma Bank,Rourkela,Arunachal Pradesh,11.236.132.204,Pending,iOS,0,Other,Mobile,87.59,7,223.42,1
T00032560,21/11/23,3:43:13 AM,8e30d1b5-8ea7-4699-ae2f-b8f76d9cee8a,92316aeb-ca14-4e31-b32a-aeb7b564389e,9774839b-69ea-4256-9857-27e905426c52,Investment,UPI Pay,Nagaon,Odisha,29.138.194.98,Failed,iOS,1,Donations and Devotion,Online,64.71,1,331.56,1
T00032828,15/11/23,12:50:18 PM,eb6647fe-8091-42e5-a878-f68197f97755,59eda71f-91f6-44ed-acd5-b465b88edda3,6f0c1e1f-5562-4701-9c30-d58243f80a58,Subscription,CReditPAY,Rourkela,Sikkim,3.203.204.226,Pending,Android,0,Donations and Devotion,Mobile,56.78,7,247.56,1
T00000606,20/04/23,1:36:20 AM,fc646016-9c39-4314-adaa-e3a511e0be0b,625b7cf1-e8ef-41d0-af9d-f82deab148d4,8eb1437d-bd21-428b-8a93-15334e829d8f,Bank Transfer,SamplePay,Suryapet,West Bengal,15.220.6.153,Failed,MacOS,2,Financial services and Taxes,Mobile,21.6,25,69.53,1
T00010368,04/09/23,5:59:14 AM,db243c14-5d15-4177-838a-3425ccd4f1f9,7d146cbb-a667-49ec-9be5-81013e8edf7b,21aab001-0eaf-4202-9cae-27b788db7492,Bank Transfer,Other,Chapra,Rajasthan,29.8.78.82,Pending,iOS,1,Donations and Devotion,Online,-24.89,22,311.94,1
T00006057,06/10/23,10:48:16 AM,bd51b25f-2a21-4572-9aa8-88ca31b0449f,e018e3db-dcc7-49e9-aa61-a28003ddb2d2,6b98b5d9-9a6c-4be4-aafd-21571008f282,Other,CReditPAY,Dehri,Kerala,106.92.100.245,Completed,Android,2,Investment,Online,78.44,25,415.19,1
T00046065,06/07/23,3:32:31 AM,006e3623-c112-4771-aa36-82464441aa4c,14fb2938-8df5-461f-ace7-eea8ddd1ff3a,396c5ed3-e81e-4f84-9137-a1796f98ed27,Bank Transfer,Gamma Bank,Ghaziabad,Assam,199.53.62.78,Completed,Android,0,Other,Online,-86.1,6,50.83,1
T00021949,25/11/23,4:04:10 AM,4a982882-7ffe-4737-b17d-08ea22b0c6f2,9e6e8594-0f8c-4aea-a681-c8039249532a,be3e36fb-7ac8-478e-9cd0-3c475ef4c306,Refund,UPI Pay,Proddatur,Chhattisgarh,211.23.86.33,Completed,iOS,2,Home delivery,Mobile,87.61,11,533.84,1
T00025518,01/01/24,3:33:12 AM,f4794b10-2b53-49aa-9136-594702549974,6f3c9622-d058-4824-8ba2-ae72a8267643,5801bc43-c3ea-4969-bb77-cdd309d2164b,Subscription,SamplePay,Mumbai,Bihar,125.248.230.134,Failed,iOS,2,Travel bookings,Online,53.08,21,303.99,1
T00000435,23/05/23,5:24:39 AM,c1009607-99a0-4e99-a381-01cb61311822,ac7a3066-36db-4f4b-b38f-074d83db12e2,9359c68c-e401-4106-a346-7d4c92f03f11,Bill Payment,Dummy Bank,Orai,Tamil Nadu,61.218.247.126,Failed,Android,3,More Services,In-store,83.32,22,176.32,1
T00035211,17/09/23,2:58:20 AM,37a3f10c-1398-4c3f-a661-f409364944d2,1171b8b4-f591-4bed-8331-27e343237268,f18428c4-2de1-46ad-a81a-a4204e45ce2c,Bank Transfer,Bank of Data,Dharmavaram,Jharkhand,194.4.10.201,Pending,MacOS,2,Other,In-store,-85.3,21,572.36,1
T00026284,04/03/24,10:14:58 AM,a24f35ca-deea-4f72-8ade-f80b6fed3095,812e3376-7acf-4cf8-aaf5-224dbee2eef7,28754938-13fb-48e7-8f29-237d9b3511b9,Bill Payment,UPI Pay,Raichur,Assam,140.217.253.163,Pending,MacOS,2,More Services,Mobile,-3.84,8,694.15,1
T00009385,09/06/23,5:14:29 AM,6f7494de-fecd-4717-abbe-4f1ee5aa3768,0749791e-b368-4273-af6c-7502a4112f50,2554cb12-9194-425d-b45c-f19cc2f0dac4,Other,CReditPAY,Thanjavur,Rajasthan,164.110.246.18,Pending,Windows,40,Home delivery,Mobile,20.4,18,361.28,1
T00044709,29/10/23,3:46:18 AM,0d763164-90b3-45f8-afdd-aa3d898240b5,9780835a-2556-4a6f-a5ff-e4fd91d947b5,1371fab0-9a24-4f15-b845-d881a9a121fa,Purchase,Dummy Bank,Shimla,Gujarat,215.165.127.222,Completed,Android,0,Investment,Online,26.06,5,698.77,1
T00046911,01/09/23,12:01:34 PM,1a8c691e-e048-4390-b6fc-bc0148b62e15,55f2788e-4801-45bd-81fc-e1ac4361de4e,920f44e0-7133-40ae-905a-cab10f62dea4,Investment,Other,Saharsa,Chhattisgarh,138.59.26.116,Completed,Android,4,Brand Vouchers and OTT,Online,5.57,3,105.73,1
T00040793,24/09/23,12:32:19 PM,4db2c1cd-0624-4b7c-bb25-e707583d9ec4,c31d4197-8071-45a7-9f7e-bb9208c90ae3,cb0a01cc-fcd8-4554-b94e-cfb6b05a8d89,Bill Payment,UPI Pay,Ongole,Punjab,167.63.79.85,Pending,Android,5,Purchases,Mobile,-76.38,22,413.44,1
T00020462,16/01/24,5:02:11 AM,1f11b168-7b9d-433a-aaee-583b6a7c7b7b,09c5d17e-7adf-4d59-b2f0-14ede091d073,e09ad426-bd42-40e6-8e3a-1a948ee15a5f,Investment,Gamma Bank,Narasaraopet,Mizoram,53.71.252.69,Pending,iOS,2,Utilities,In-store,-94.38,17,305.38,1
T00043564,18/09/23,1:02:18 AM,8a08e5dd-f2ad-47e1-8aba-d6e6889d892b,31466b45-8b69-4b95-968a-ad232438ff58,96602838-35e3-4ae4-aeda-6794a1eb7a02,Subscription,Bank of Data,Coimbatore,Mizoram,102.76.226.87,Failed,iOS,1,Investment,In-store,-72.26,27,2909.61,1
T00047537,31/01/24,9:14:10 AM,1ba269a1-c68c-4dd1-a242-d2b7b6408f28,a1242738-270e-4c9d-87b5-8e2850001ae5,015cb597-23a3-4b9f-8eb3-a480be56c9ed,Investment,Dummy Bank,South Dumdum,Uttar Pradesh,154.52.233.148,Completed,MacOS,2,Other,In-store,-35.73,21,103.99,1
T00021903,28/09/23,5:19:16 AM,13d0ab44-e390-4565-8d46-3296231b1954,2fdb5ee3-ce68-482a-a37a-4ace9bdb15b4,00241a0a-05b3-4e04-9017-1c2586a0b89a,Investment,Other,Bikaner,Odisha,114.92.95.68,Failed,iOS,2,More Services,Mobile,-90.59,14,535.42,1
T00004760,05/12/23,3:49:49 AM,82958aaf-d944-49e5-90f6-287425081987,b6ab69cd-96d7-489f-8c75-640c2428a2a4,b11341e7-7a1d-47a9-9171-097569daf89c,Purchase,Gamma Bank,Jammu,Kerala,163.171.180.226,Failed,iOS,5,Financial services and Taxes,Mobile,87.25,10,41.98,1
T00008873,08/07/23,10:44:57 AM,94fb395b-4eb3-4118-a6e3-25a531a4a85e,8f8f484d-2465-4c44-9389-392e6164bc33,1ac21ed5-5584-4f78-a57e-c18004d22bdd,Other,SamplePay,Panvel,Kerala,185.135.51.224,Pending,MacOS,0,Financial services and Taxes,Online,38.75,18,4883.62,1
T00020502,10/12/23,9:18:14 AM,408519dc-e15b-4c01-881a-0d2e28f9a4c9,f3363b1f-cd6a-4b39-af3e-8acbfe4e51ae,9dab1f8e-a2b5-4231-adc1-2a36c4cace9e,Subscription,Sigma Bank,Mumbai,Maharashtra,11.89.236.171,Failed,Android,1,Home delivery,Mobile,1.97,10,95.03,1
T00047649,24/03/24,2:42:13 AM,b989bf01-3123-458b-97a1-dee2472fa95e,9a71805f-576c-4d2d-bd5e-52ab1bbdc66d,7294c94b-67a8-45fa-8ecd-467d875757cd,Subscription,Other,Sasaram,Uttar Pradesh,198.206.86.66,Failed,Windows,1,More Services,Online,94.99,17,339.76,1
T00018139,19/11/23,4:29:35 AM,797023d2-eb92-4bba-b7ff-0cdc687140e9,71559272-96a6-4e16-b13e-634d979973ec,8a30f867-b66e-4d76-af72-4ee28db74f01,Bill Payment,UPI Pay,Solapur,Arunachal Pradesh,188.117.150.26,Failed,Windows,3,Utilities,In-store,-80.25,6,112.55,1
T00010467,23/03/24,5:27:20 AM,c96a1e09-9a6e-4b47-aa5f-433f248cc1c7,fbccc927-bd1f-47fa-af54-6ea39abe3b7b,81f70d26-039e-4e68-9e06-91e190c842b2,Subscription,Gamma Bank,Shivpuri,Andhra Pradesh,217.161.122.38,Failed,Android,10,Brand Vouchers and OTT,In-store,35.57,13,3999.35,1
T00008089,25/03/24,3:53:30 AM,cae8b37c-adba-4131-9922-8aeb927619ba,40059d33-71f0-4ba8-b0c2-aecd09a4071f,bd658ce7-ded9-4295-9b6b-0d5ac6853049,Purchase,Sigma Bank,Tirunelveli,Meghalaya,77.253.216.92,Failed,MacOS,2,Travel bookings,In-store,-12.59,22,5.69,1
T00035531,16/05/23,5:43:30 AM,142e47d3-fee3-45f2-acd0-5e09d2c80e6f,90a8157e-51d4-4d6a-9fd2-ee3fd7662aba,f0123625-8072-4bbf-bb52-b1a4fbddcc9a,Bill Payment,Dummy Bank,Tinsukia,Assam,122.9.4.173,Completed,MacOS,2,Purchases,Mobile,36.06,26,32.21,0
T00018593,21/04/23,8:49:32 AM,59fb590e-336d-49f2-bc1e-ffbd82236a44,4af065c8-c180-4603-b8ef-668cb5b4b49e,d1d65334-7e91-47c0-b47c-ddafaf797cff,Bank Transfer,Sigma Bank,Anand,Jharkhand,161.57.134.139,Pending,Windows,6,Brand Vouchers and OTT,Online,-58.43,19,18.45,0
T00012562,31/07/23,3:49:10 AM,0b0fe35b-074c-4d41-914e-6273bf5d8e63,f144ed34-bca2-4358-9c74-fe93a3d788c2,d1b9211d-45ba-4b5b-a4d1-e6416c11b2a1,Bank Transfer,CReditPAY,Bhatpara,Goa,29.124.56.151,Completed,Windows,1,Travel bookings,Mobile,17.8,12,6.06,0
T00023696,23/07/23,7:28:08 AM,33cb1784-1465-4b3c-b8ca-b9d2c3652f9f,5e269619-8450-4315-973c-2c3bad333180,e7cef30e-2550-4d95-8470-9c02cb006f70,Bank Transfer,Gamma Bank,South Dumdum,Tripura,108.130.166.72,Pending,Android,5,Utilities,Online,-24.8,4,64.88,0
T00026729,27/08/23,7:51:09 AM,2baef2b5-adab-487b-989d-b151ef53c9fb,ac1e4927-04a8-4d67-9097-1d87ca5dbc3e,e20e1b98-aadd-4b99-bc61-8492fed4683d,Bank Transfer,Alpha Bank,Tumkur,Haryana,185.240.143.9,Completed,MacOS,2,Financial services and Taxes,In-store,0.49,18,52.33,0
T00037257,07/10/23,6:10:40 AM,77df22aa-6361-459b-833c-2480a8932d5d,be4460e7-5aae-453c-b635-db05804bc4ff,ac91493b-43b3-44de-b553-74a63bb2d394,Bank Transfer,Gamma Bank,Agra,Nagaland,177.121.54.13,Pending,Android,1,Home delivery,In-store,90.03,26,9.88,0
T00029152,06/05/23,10:27:04 AM,75903efc-efc5-4d0c-9794-4f3b34bbde23,33cf2e35-a05e-4265-8f13-a2a4bd3aebb2,712c30fc-9364-4d16-a0b8-22f37c6f151a,Bank Transfer,Dummy Bank,Bhubaneswar,Madhya Pradesh,107.72.54.51,Failed,Android,1,Utilities,Online,75.5,17,7.51,0
T00045737,20/02/24,10:40:57 AM,60987d1b-7018-402c-ab73-d1eca595e12e,da9a1f77-34d5-48bb-8b44-a768b1e90bf0,1d1c360e-0380-4333-af26-861ea21e5000,Other,Bank of Data,South Dumdum,Assam,204.56.134.99,Pending,MacOS,0,Travel bookings,Online,73.07,8,90.97,0
T00021347,05/04/24,8:11:37 AM,2e515677-be55-4dd7-b43c-84871271b1de,16e67340-d0e2-4f52-a339-5af525c209c1,5d64681c-7efa-43d3-96c2-1ae9729a6054,Bill Payment,UPI Pay,Farrukhabad,Andhra Pradesh,123.97.195.240,Failed,Windows,3,Home delivery,In-store,-28.79,20,7.83,0
