States,Rainfall,Ground Water,Temperature,Soil type,Season,Crop
24,87.5,8,21.5,2,1,Maize HQPM-4
24,87.5,8,29.5,1,1,Jowar
24,87.5,8,28,2,2,Sesame
24,87.5,8,23,2,1,Castor Seed
24,87.5,8,23,1,1,Castor Seed
24,87.5,8,25,2,1,Groundnut Girnar - 3 (PBS 12160)
24,87.5,8,30,4,2,Black Gram
24,87.5,8,30,2,2,Black Gram
24,87.5,8,30,2,2,Black Gram
25,238.5,6.7,25,3,1,Tea
25,238.5,6.7,25,5,1,Tea
25,238.5,6.7,30,4,1,Clove
25,238.5,6.7,30,1,1,Clove
25,238.5,6.7,30,5,1,Clove
25,238.5,6.7,27.5,1,2,Black Pepper
25,238.5,6.7,27.5,5,2,Black Pepper
25,238.5,6.7,27.5,6,2,Black Pepper
25,238.5,6.7,27.5,2,2,Black Pepper
25,238.5,6.7,22.5,4,1,Cardamom
25,238.5,6.7,22.5,1,1,Cardamom
25,238.5,6.7,22.5,5,1,Cardamom
25,238.5,6.7,25,5,2,Cashewnut
25,238.5,6.7,25,6,2,Cashewnut
25,238.5,6.7,25,2,2,Cashewnut
25,238.5,6.7,27.5,1,1,Sugarcane Karan 6 (Co 0239)
25,238.5,6.7,27.5,2,1,Sugarcane Karan 6 (Co 0239)
25,238.5,6.7,30,3,1,Rice
25,238.5,6.7,30,1,1,Rice
26,134.65,6,27.5,5,2,Black Pepper
26,134.65,6,27.5,1,2,Black Pepper
26,134.65,6,27.5,6,2,Black Pepper
26,134.65,6,27.5,2,2,Black Pepper
26,134.65,6,25,5,2,Cashewnut
26,134.65,6,25,6,2,Cashewnut
26,134.65,6,25,2,2,Cashewnut
26,134.65,6,27,4,2,Horse Gram
26,134.65,6,27,1,2,Horse Gram
26,134.65,6,27,6,2,Horse Gram
26,134.65,6,31.5,1,1,Dry Ginger
26,134.65,6,31.5,6,1,Dry Ginger
26,134.65,6,31.5,2,1,Dry Ginger
26,134.65,6,27.5,6,1,Ragi
26,134.65,6,27.5,2,1,Ragi
26,134.65,6,24,1,1,Masoor
26,134.65,6,24,6,1,Masoor
26,134.65,6,24,2,1,Masoor
26,134.65,6,30,3,1,Rice
26,134.65,6,30,1,1,Rice
26,134.65,6,21.5,1,1,Maize HQPM-4
26,134.65,6,21.5,2,1,Maize HQPM-4
26,134.65,6,27.5,3,1,Millet Nandi-65 (MH-1549)
26,134.65,6,27.5,2,1,Millet Nandi-65 (MH-1549)
26,134.65,6,30,1,3,Moong
26,134.65,6,30,2,3,Moong
26,134.65,6,-8.5,1,2,Wheat PDW 314
26,134.65,6,30,4,2,Black Gram
26,134.65,6,30,2,2,Black Gram
26,134.65,6,28.5,1,1,Sugarcane Co-0218
26,134.65,6,28.5,2,1,Sugarcane Co-0218
27,164.5,7.5,30,4,1,Bajra
27,164.5,7.5,30,2,1,Bajra
27,164.5,7.5,21.5,2,1,Coffee
27,164.5,7.5,26.5,1,4,Cocoa
27,164.5,7.5,26.5,2,4,Cocoa
27,164.5,7.5,27.5,5,2,Black Pepper
27,164.5,7.5,27.5,6,2,Black Pepper
27,164.5,7.5,27.5,1,2,Black Pepper
27,164.5,7.5,27.5,2,2,Black Pepper
27,164.5,7.5,30,3,1,Jute
27,164.5,7.5,30,1,1,Jute
27,164.5,7.5,30,2,1,Jute
27,164.5,7.5,25,5,2,Cashewnut
27,164.5,7.5,25,6,2,Cashewnut
27,164.5,7.5,25,2,2,Cashewnut
27,164.5,7.5,31.5,1,1,Dry Ginger
27,164.5,7.5,31.5,6,1,Dry Ginger
27,164.5,7.5,31.5,2,1,Dry Ginger
27,164.5,7.5,37.5,2,4,Sweet potato
27,164.5,7.5,30,1,3,Moong
27,164.5,7.5,30,2,3,Moong
27,164.5,7.5,29.5,1,1,Jowar
28,250,9,30,3,1,Rice
28,250,9,30,1,1,Rice
28,250,9,22.5,3,4,Oilseed
28,250,9,22.5,4,4,Oilseed
28,250,9,22.5,1,4,Oilseed
28,250,9,25,3,1,Tea
28,250,9,25,5,1,Tea
28,250,9,30,3,1,Jute
28,250,9,30,1,1,Jute
28,250,9,30,2,1,Jute
28,250,9,28.5,3,2,Banana
28,250,9,28.5,4,2,Banana
28,250,9,28.5,1,2,Banana
28,250,9,30,3,1,Paddy Chinsurah Rice (IET 19140)
28,250,9,30,1,1,Paddy Chinsurah Rice (IET 19140)
28,250,9,30.5,3,1,Paddy (CNI 383-5-11)
28,250,9,30.5,1,1,Paddy (CNI 383-5-11)
28,250,9,27.5,3,1,Millet Nandi-65 (MH-1549)
28,250,9,27.5,2,1,Millet Nandi-65 (MH-1549)
28,250,9,28,3,1,Millet Nandi-61 (MH-1548)
28,250,9,28,2,1,Millet Nandi-61 (MH-1548)
28,250,9,30.5,3,1,Millet HHB 226 (MH 1479)
28,250,9,30.5,2,1,Millet HHB 226 (MH 1479)
29,277,3.5,30,4,1,Bajra
29,277,3.5,30,2,1,Bajra
29,277,3.5,22.5,3,4,Oilseed
29,277,3.5,22.5,4,4,Oilseed
29,277,3.5,22.5,1,4,Oilseed
29,277,3.5,30,4,1,Clove
29,277,3.5,30,1,1,Clove
29,277,3.5,30,5,1,Clove
29,277,3.5,22.5,4,1,Cardamom
29,277,3.5,22.5,1,1,Cardamom
29,277,3.5,22.5,5,1,Cardamom
29,277,3.5,28.5,3,2,Banana
29,277,3.5,28.5,4,2,Banana
29,277,3.5,28.5,1,2,Banana
29,277,3.5,30,4,1,Urad
29,277,3.5,30,2,1,Urad
29,277,3.5,27,4,2,Horse Gram
29,277,3.5,27,1,2,Horse Gram
29,277,3.5,27,6,2,Horse Gram
29,277,3.5,30,4,2,Black Gram
29,277,3.5,30,2,2,Black Gram
29,277,3.5,30,2,2,Black Gram
29,277,3.5,22.5,1,1,Cotton CNH012
29,277,3.5,23,1,1,Cotton CICR-3 (CISA 614)
30,89,2,30,3,1,Rice
30,89,2,30,1,1,Rice
30,89,2,22.5,3,4,Oilseed
30,89,2,22.5,4,4,Oilseed
30,89,2,22.5,1,4,Oilseed
30,89,2,25,3,1,Tea
30,89,2,25,5,1,Tea
30,89,2,28.5,3,2,Banana
30,89,2,28.5,4,2,Banana
30,89,2,28.5,1,2,Banana
30,89,2,30,3,1,Paddy Chinsurah Rice (IET 19140)
30,89,2,30,1,1,Paddy Chinsurah Rice (IET 19140)
30,89,2,30.5,3,1,Paddy (CNI 383-5-11)
30,89,2,30.5,1,1,Paddy (CNI 383-5-11)
30,89,2,27.5,3,1,Millet Nandi-65 (MH-1549)
30,89,2,27.5,2,1,Millet Nandi-65 (MH-1549)
30,89,2,28,1,1,Millet Nandi-61 (MH-1548)
31,105.5,28,30,4,1,Bajra
31,105.5,28,30,2,1,Bajra
31,105.5,28,22.5,3,4,Oilseed
31,105.5,28,22.5,4,4,Oilseed
31,105.5,28,22.5,1,4,Oilseed
31,105.5,28,30,4,1,Clove
31,105.5,28,30,1,1,Clove
31,105.5,28,30,5,1,Clove
31,105.5,28,30,4,1,Urad
31,105.5,28,30,2,1,Urad
31,105.5,28,27,4,2,Horse Gram
31,105.5,28,27,1,2,Horse Gram
31,105.5,28,27,6,2,Horse Gram
31,105.5,28,33.5,3,1,Paddy RC Maniphou 11 (IET 20193)
31,105.5,28,33.5,1,1,Paddy RC Maniphou 11 (IET 20193)
31,105.5,28,21,1,1,Maize HSC1
31,105.5,28,21,2,1,Maize HSC1
31,105.5,28,20.5,1,2,Wheat VL Gehun 907 (VL 907)
32,90,6.7,30,3,1,Rice
32,90,6.7,30,1,1,Rice
32,90,6.7,22.5,3,4,Oilseed
32,90,6.7,22.5,4,4,Oilseed
32,90,6.7,22.5,1,4,Oilseed
32,90,6.7,26.5,1,4,Cocoa
32,90,6.7,26.5,2,4,Cocoa
32,90,6.7,30,3,1,Jute
32,90,6.7,30,1,1,Jute
32,90,6.7,30,2,1,Jute
32,90,6.7,15,1,2,Flax
32,90,6.7,30,4,1,Clove
32,90,6.7,30,1,1,Clove
32,90,6.7,30,5,1,Clove
32,90,6.7,27.5,5,2,Black Pepper
32,90,6.7,27.5,6,2,Black Pepper
32,90,6.7,27.5,2,2,Black Pepper
32,90,6.7,27.5,1,2,Black Pepper
32,90,6.7,22.5,4,1,Cardamom
32,90,6.7,22.5,1,1,Cardamom
32,90,6.7,22.5,5,1,Cardamom
32,90,6.7,25,1,1,Turmeric
32,90,6.7,25,2,1,Turmeric
32,90,6.7,27,4,2,Horse Gram
32,90,6.7,27,1,2,Horse Gram
32,90,6.7,27,6,2,Horse Gram
33,111.5,17,30,3,1,Rice
33,111.5,17,30,1,1,Rice
33,111.5,17,18.5,1,2,Wheat MPO(JW) 1215 (MPO 1215)
33,111.5,17,21.5,1,1,Maize HQPM-4
33,111.5,17,21.5,2,1,Maize HQPM-4
33,111.5,17,18.5,1,2,Barley Pusa Losar (BH- 380)
34,30,3.8,21.5,2,1,Coffee
34,30,3.8,26.5,1,4,Cocoa
34,30,3.8,26.5,2,4,Cocoa
34,30,3.8,30,4,1,Clove
34,30,3.8,30,1,1,Clove
34,30,3.8,30,5,1,Clove
34,30,3.8,27.5,1,2,Black Pepper
34,30,3.8,27.5,5,2,Black Pepper
34,30,3.8,27.5,6,2,Black Pepper
34,30,3.8,27.5,2,2,Black Pepper
34,30,3.8,22.5,4,1,Cardamom
34,30,3.8,22.5,1,1,Cardamom
34,30,3.8,22.5,5,1,Cardamom
34,30,3.8,28.5,3,2,Banana
34,30,3.8,28.5,4,2,Banana
34,30,3.8,28.5,1,2,Banana
34,30,3.8,29.5,1,1,Jowar
34,30,3.8,27.5,6,1,Ragi
34,30,3.8,27.5,2,1,Ragi
35,137.5,12.3,27.5,5,2,Black Pepper
35,137.5,12.3,27.5,2,2,Black Pepper
35,137.5,12.3,27.5,6,2,Black Pepper
35,137.5,12.3,27.5,1,2,Black Pepper
35,137.5,12.3,30,3,1,Rice
35,137.5,12.3,30,1,1,Rice
35,137.5,12.3,30,6,1,Ragi
35,137.5,12.3,30,2,1,Ragi
35,137.5,12.3,30,4,1,Bajra
35,137.5,12.3,30,2,1,Bajra
35,137.5,12.3,25,1,2,Pulses
35,137.5,12.3,28,1,1,Sugarcane Karan 5 (Co 0124)
35,137.5,12.3,28,2,1,Sugarcane Karan 5 (Co 0124)
35,137.5,12.3,23.5,1,1,Cotton VBCH 2231
35,137.5,12.3,25,2,1,Groundnut Girnar - 3 (PBS 12160)
36,15,22.3,18.5,1,2,Barley Pusa Losar (BH- 380)
36,15,22.3,22,1,2,Wheat WHD 943
36,15,22.3,30,3,1,Rice
36,15,22.3,30,1,1,Rice
